Time (s),IPS,Memory Throughput (MB/s),LLC Misses
0.0006029605865478516,1267810072,347.07998000000003,405748
1.2238543033599854,3886010170,512.3781312000001,328615
2.4614474773406982,3168404794,520.3473392000001,121761
3.728883743286133,3796469161,576.5931704000001,341789
4.964936256408691,3737091454,463.6925618,315921
6.168907165527344,3816763451,431.74232920000003,341850
7.368942737579346,3727732634,411.76688019999995,310956
8.574787616729736,3877330503,449.65207560000005,329584
9.806440591812134,3759051837,454.2029128,332957
11.018880605697632,3830205624,454.8635182,339697
12.239744663238525,3741834278,453.5842506000001,325977
13.471243143081665,3733561473,410.9070446,312515
14.675265312194824,3784214162,428.96359220000005,330898
15.891269445419312,3774942130,442.4588168000001,320038
17.104038953781128,3846356206,463.3884736,318572
18.35575008392334,3877492844,444.9754088,326292
19.574587106704712,3882411081,435.3599302,333137
20.80356788635254,3772769127,406.1569772000001,335516
22.011430978775024,3873341583,453.143847,350088
23.232697248458862,3792036349,462.1511492,318612
24.443856239318848,3792784649,457.5688546,332006
25.66924548149109,3768171740,457.70517,339968
26.879667043685913,3800139001,425.6710510000001,325620
28.105202198028564,3798284784,427.4116938,327745
29.321245908737183,3830870472,451.2983462,330696
30.52094578742981,3885155543,431.4696984,328863
31.73570489883423,3805147536,446.63216520000003,318519
32.94372510910034,3860940199,443.65419800000006,325012
34.18492317199707,3786207608,412.0290252,339255
35.39159440994263,3876192668,455.08372,327337
36.600069999694824,3778351707,457.22282320000005,340689
37.80602836608887,3842158436,442.14424280000003,317633
39.0281765460968,3845190964,460.8823674,325149
40.24402213096619,3809951717,435.7059616,316736
41.47331666946411,3527447523,419.42151420000005,449299
