Time (s),IPS
9.655952453613281e-05,3514044205
1.1988401412963867,3340355372
2.369373083114624,3344844873
3.5412566661834717,3342817168
4.717168807983398,3356678460
5.901108741760254,3332407973
7.069103240966797,3342824873
8.237127780914307,3344870475
9.405016422271729,3398412888
10.583300828933716,3340706058
11.755074262619019,3346925461
12.925279140472412,3359331539
14.109191656112671,3337436578
15.27302622795105,3342823694
16.44914436340332,3344256961
17.625120639801025,3344903050
18.809215307235718,3997614937
19.981144905090332,6511622613
21.1672203540802,6392484816
22.341206789016724,6471740033
23.52311658859253,5659685486
24.689167022705078,3323592001
25.869261503219604,3244080328
27.04118013381958,3219159273
28.21308469772339,3230352349
29.3930082321167,5663117195
30.56125545501709,3757561452
31.73906183242798,3760042252
32.90498638153076,5479301254
34.0812292098999,5479207590
35.257235527038574,5484369865
36.43316173553467,5476277048
37.60919523239136,5505909358
38.78897190093994,5489373570
39.96112608909607,5528878460
41.15521574020386,5476406088
42.33112597465515,5498419565
43.50716519355774,5460848682
44.68317914009094,5474874341
45.86120963096619,5482822720
47.03726243972778,5496583794
48.2171688079834,5480640822
49.39715623855591,5511745058
50.569209814071655,5493596090
51.74529838562012,5504990414
52.9191153049469,5482740574
54.087146282196045,5485812141
55.27119827270508,5506571923
56.45121741294861,5493417674
57.627142906188965,5525314238
58.80715227127075,5458323910
59.97920036315918,5504832928
61.151174545288086,5481536564
62.33111596107483,5482975569
63.51517987251282,5513325196
64.69104075431824,5489232504
65.86523127555847,5476358575
67.04229211807251,5475153948
68.21373677253723,5455360592
69.3897271156311,5515833723
70.56979060173035,5504848605
71.74578070640564,5470259165
72.92184662818909,5489684691
74.09772658348083,5475409371
75.26979041099548,5478134384
76.43790459632874,5454184620
77.60565185546875,5475746898
78.78187584877014,5491069859
79.95377159118652,5490705697
81.1176586151123,5493928490
82.2936315536499,5479314505
83.4698178768158,5450123355
84.64159631729126,5466294187
85.81784796714783,5449962008
86.99373054504395,5468234652
88.1797981262207,5451478385
89.35381650924683,5524730884
90.52983164787292,5473615075
91.7078492641449,5482752564
92.87386012077332,5445287059
94.04970955848694,5477009980
95.2177083492279,5468691486
96.38985824584961,5472843595
97.56583642959595,5484362513
98.74180555343628,5482717712
99.931795835495,5515363264
101.10579657554626,5476660110
102.281813621521,5460995931
103.45387649536133,5471873729
104.62580680847168,5488951665
105.79779243469238,5486380981
106.9696409702301,5466027084
108.14165735244751,5482139580
109.31378483772278,5497832986
110.48567533493042,5448861195
111.65870332717896,5470761313
112.82975840568542,5458341434
113.9976897239685,5521158894
115.17377853393555,5455176611
116.34588313102722,5472984120
117.51770949363708,5481670135
118.68581509590149,5456352924
119.84974694252014,5487706671
121.01778864860535,5446324138
122.18563318252563,5483110382
123.36585450172424,5450294398
124.53376126289368,5448547012
125.70579314231873,5478509581
126.88577342033386,5467913413
128.06779646873474,5848418900
129.2497684955597,6422905531
130.42579102516174,6404676202
131.60043287277222,4734896439
