Time (s),IPS,Memory Throughput (MB/s)
0.0,6849750841,6028.401763799999
1.1852972507476824,7048924121,1085.7207036000002
2.363548994064333,6879770020,460.8613958
3.5235798358917254,7107754299,390.229047
4.717133522033693,7085844353,229.85922180000003
5.905143260955812,6928956773,305.04240780000003
7.097248315811159,6872655676,387.764884
8.285191059112547,7230131531,367.8313782
9.469000577926641,7361636886,187.0771578
10.651196241378786,6119984443,474.60827960000006
11.811732292175295,7276291304,275.33613640000004
13.013838529586794,7464763692,365.2938146
14.213698148727415,6871470808,264.67207780000007
15.373647689819338,7199874460,337.1394416
16.573324680328376,7555294582,321.07519600000006
17.76531147956848,7370432647,217.6537506
18.91671133041382,7329458963,237.7864866
20.089402675628662,7460831150,348.9464524
21.275495052337646,7150895495,357.89083980000004
22.467467069625854,5660659787,229.23007380000004
23.619222402572632,7280369513,341.31279
24.78650975227356,7458371802,245.33626260000003
25.97121238708496,6551079298,339.8867212
27.14122724533081,7243062145,230.6037136
28.324973106384277,7583200204,363.4483138000001
29.527122974395752,7248184588,352.2075362
30.67695379257202,7298010009,233.66556720000003
31.863372325897217,7472377148,205.16516280000005
33.03679299354553,7150482880,328.18456840000005
34.219199657440186,5758146213,359.820227
35.41114902496338,7410711966,238.0486316
36.59941649436951,7225940476,341.74270780000006
37.783488273620605,4283356836,368.4395546
38.95166850090027,314265781,274.9271902000001
