CPU Power Cap,GPU Power Cap,IPS,Memory Throughput,SM Clock,DRAM Active,FP Active,Performance
120,150,0.5961242589864395,0.5928772919155308,0.5278571428571428,0.0,0,0.26469840217453805
120,160,0.3946227258472058,0.6752968990858804,0.7017857142857142,0.0,0,0.6327484271491749
120,170,0.6098575134172586,0.589848701208005,0.3914285714285714,0.0,0,0.26382598973527294
120,180,0.3928104594922449,0.6855240609276912,0.6607142857142857,0.625,0,0.6353700307393961
120,190,0.6056272433083684,0.5952408133641419,0.5078571428571429,0.0,0,0.26337365773514115
120,200,0.6244435456809623,0.5699491212359231,0.44625850340136053,0.23809523809523808,0,0.2595544178062164
120,210,0.6162702885835947,0.5952901769627612,0.5207142857142857,0.25,0,0.26451608480784117
120,220,0.6290871106313555,0.5905254417053528,0.5235714285714286,0.25,0,0.2647413688228363
120,230,0.3991348457894083,0.66414034313441,0.6946428571428571,0.625,0,0.6461365544297956
120,240,0.8482189769095667,0.7500621828277177,0.5607142857142857,0.0,0,0.6301069276877415
120,250,0.5922103402648641,0.592294686652759,0.36428571428571427,0.0,0,0.26380785917078875
130,150,0.41685079939268554,0.7648554775417947,0.6464285714285715,0.0,0,0.7125731325035269
130,160,0.6554953430122354,0.6259233814246314,0.4413533834586466,0.2631578947368421,0,0.295813251920922
130,170,0.6673189184343079,0.625580998243675,0.4864661654135338,0.0,0,0.29610211860249114
130,180,0.4325722926373986,0.7603036945528481,0.6,0.625,0,0.7175880176635732
130,190,0.4278141322433917,0.7559815096970134,0.6285714285714286,0.625,0,0.7125498389484425
130,200,0.42484614129633214,0.7627895726732302,0.5696428571428571,0.0,0,0.7027955177617319
130,210,0.42516371771287736,0.7587797369443167,0.5982142857142857,0.625,0,0.7125845571717226
130,220,0.6557187271602987,0.6278590548082632,0.4263157894736842,0.0,0,0.2958233285457325
130,230,0.6579870658203754,0.6259729262849346,0.46466165413533833,0.0,0,0.2955331459355635
130,240,0.4327220349517833,0.7596823446051135,0.5946428571428571,0.625,0,0.7192909163771244
130,250,0.4211592822624745,0.7819878032369509,0.575,0.0,0,0.7142276499652596
140,150,0.7263523854644565,0.6987571575435986,0.4453781512605042,0.0,0,0.32445153241616326
140,160,0.47980130459720444,0.8258382450174698,0.6836734693877551,0.0,0,0.8068443148839194
140,170,0.4720505240233088,0.8314748791853712,0.7142857142857143,0.0,0,0.7761171498621335
140,180,0.758647917978814,0.6965683220079302,0.41764705882352937,0.29411764705882354,0,0.31802149139595337
140,190,0.47974989424220627,0.8244803360587784,0.6122448979591837,0.0,0,0.780013708737736
140,200,0.4661276807864428,0.8236559694284618,0.7285714285714285,0.0,0,0.7568107053636648
140,210,0.4693992324743349,0.8217574115325138,0.7122448979591837,0.0,0,0.784038641343773
140,220,0.46967576493126206,0.8119224115019918,0.6979591836734694,0.0,0,0.7760220364465419
140,230,0.47237873159813065,0.8287918610012901,0.6571428571428571,0.0,0,0.7643562271366774
140,240,0.47362203112649387,0.8133393599806263,0.563265306122449,0.7142857142857143,0,0.7819932698008967
140,250,0.7053777736139812,0.7202330803714642,0.4875,0.0,0,0.325836680698482
150,150,0.5364117799091097,0.8359119542181321,0.7214285714285714,0.0,0,0.8495392067285185
150,160,0.5356366490227183,0.9103757309671119,0.6857142857142857,0.0,0,0.7962806848714372
150,170,0.8195974845743362,0.7871323001842525,0.5,0.0,0,0.3534091965161072
150,180,0.7827766999886844,0.7819459334662877,0.5704761904761905,0.0,0,0.3521834588778238
150,190,0.5528281433823691,0.9182236138217712,0.6918367346938775,0.0,0,0.8333072695029131
150,200,0.5555888234098958,0.9170335301651402,0.6163265306122448,0.0,0,0.7760554235909797
150,210,0.5525507839616307,0.9345830274682276,0.636734693877551,0.0,0,0.7921888684055753
150,220,0.8521384883207578,0.7797894967782918,0.5647619047619048,0.0,0,0.3550480042367147
150,230,0.5282634881494935,0.852704506564912,0.780952380952381,0.0,0,0.8472020527127019
150,240,0.8051177377053287,0.7834324538236699,0.49333333333333335,0.0,0,0.3538142985149214
150,250,0.5453720699095943,0.8374387818033274,0.7666666666666667,0.0,0,0.8471811153543727
160,150,0.8823056490045561,0.8360701218209429,0.5265306122448979,0.0,0,0.37934255628594626
160,160,0.5644271918197252,0.9188734129826264,0.7428571428571429,0.0,0,0.9076589083316802
160,170,0.9018433958648702,0.8354422802593257,0.49387755102040815,0.0,0,0.3798349117992746
160,180,0.9091277450509659,0.8420795796240403,0.5591836734693877,0.0,0,0.3802788721875485
160,190,0.8725266299030358,0.8364057724250639,0.4877551020408163,0.0,0,0.37981255735853386
160,200,0.5844300442692083,0.9869084420044683,0.6047619047619047,0.0,0,0.9103891956295926
160,210,0.8785003785042319,0.8396493927174934,0.4775510204081633,0.0,0,0.3802850367121115
160,220,0.876150136852462,0.8340425516406744,0.5122448979591837,0.0,0,0.3802952031750644
160,230,0.5606823007804078,0.9148535323353892,0.719047619047619,0.0,0,0.9103723109590415
160,240,0.9210969973102874,0.8382523974099508,0.5163265306122449,0.0,0,0.38026924302865833
160,250,0.8760698297388758,0.834981990668658,0.45204081632653065,0.0,0,0.3798199786023916
170,150,0.8775895177974019,0.895058591922728,0.42527472527472526,0.0,0,0.4099337120181418
170,160,0.6449737051636789,0.876938589514891,0.6828571428571428,0.0,0,0.9713249618889592
170,170,0.6026440512234281,1.0,0.8023809523809524,0.0,0,0.9355303295270176
170,180,0.6074472795092803,0.9795657661530258,0.7166666666666667,0.0,0,0.8866255709068039
170,190,0.651915447677756,0.8957487992336524,0.9,0.0,0,0.9744255317822991
170,200,0.9054381882867772,0.8990259299202717,0.5406593406593407,0.0,0,0.4110675539969135
170,210,0.8841509946756169,0.8956473050845538,0.5934065934065934,0.0,0,0.4115786446691264
170,220,0.65883641656523,0.9080284727195962,0.8342857142857143,0.0,0,0.9651720050996774
170,230,0.9441094344291655,0.8927069771978144,0.5593406593406594,0.0,0,0.4115946144240973
170,240,0.6447347196914807,0.9181154840343199,0.7228571428571429,0.0,0,0.9560170598789615
170,250,0.8898276396732913,0.8857168914708756,0.46923076923076923,0.0,0,0.41159998950821264
180,150,0.6656966915084257,0.9269098578596222,1.0,1.0,0,0.9902161734710769
180,160,0.6791834346369784,0.9254251232654976,0.98,0.0,0,1.0
180,170,0.6816698064461771,0.9024806164964982,0.94,0.0,0,0.9935081029951333
180,180,0.6744235730198949,0.904755933995639,0.6,0.0,0,0.9870786998312922
180,190,0.9746014680574331,0.8957297249272091,0.5076923076923077,0.0,0,0.41951845175518593
