CPU Power Cap,GPU Power Cap,IPS,Memory Throughput,SM Clock,DRAM Active,FP Active,Performance
120,150,0.6314738477992154,0.9177124659271853,0.8108108108108109,0,0,0.8386256119371993
120,160,1.0,1.0,0.8108108108108109,0,0,0.8040905163876286
120,170,0.6515835331836237,0.8815210644212345,0.7162162162162162,0,0,0.8385866994539632
120,180,0.6241329510200758,0.8902383072895582,0.6621621621621622,0,0,0.8297733939560583
120,190,0.6026943560589779,0.9080236418103796,0.8108108108108109,0,0,0.829681638297336
120,200,0.6650564804195128,0.9762232477802067,0.7567567567567568,0,0,0.838547537409029
120,210,0.5975039563910733,0.86562491566135,0.8108108108108109,0,0,0.8296668391363895
120,220,0.637033460564045,0.8651661134051223,0.7162162162162162,0,0,0.8477964936438411
120,230,0.6225567764901794,0.8705637870077997,0.7162162162162162,0,0,0.8297054869349455
120,240,0.6295382070733541,0.8562869403287182,0.6081081081081081,0,0,0.8296715354919014
120,250,0.6201765788786903,0.8804955064367258,0.8513513513513513,0,0,0.8385727138155286
130,150,0.6520886649823092,0.8811702156370604,0.6621621621621622,0,0,0.8863175447849476
130,160,0.6522891526279722,0.8790921113000295,0.8513513513513513,0,0,0.8862963898597899
130,170,0.610052589619098,0.8802795994926188,0.8108108108108109,0,0,0.8763531027440858
130,180,0.6170959533301008,0.8764202628667045,0.7162162162162162,0,0,0.8964147097557907
130,190,0.6059999615786447,0.7569427576714435,0.7162162162162162,0,0,0.8863418073189783
130,200,0.6319114225815039,0.8873505519121259,0.8108108108108109,0,0,0.8863264423313872
130,210,0.6252034739165688,0.8941246322834858,0.6621621621621622,0,0,0.8763314507080245
130,220,0.5943109053477185,0.8627641486519311,0.8513513513513513,0,0,0.8862572225973973
130,230,0.5750284196608294,0.7598305130488758,0.6621621621621622,0,0,0.8763557507396698
130,240,0.6215327631668077,0.8647612878849217,0.7162162162162162,0,0,0.8862541980757911
130,250,0.6264708505013645,0.8903732491296251,0.9324324324324325,0,0,0.8863539702469677
140,150,0.6274803226210636,0.9118829784362938,0.3108108108108108,0,0,0.9069724976933508
140,160,0.6548364277560396,0.9384125441934528,0.9459459459459459,0,0,0.9511356538597919
140,170,0.6276298361732556,0.8851644941030417,0.3108108108108108,0,0,0.917656718263075
140,180,0.6412330083573322,0.8947453647477936,0.6081081081081081,0,0,0.9512260915272311
140,190,0.6249130050309372,0.9052978166410276,0.6081081081081081,0,0,0.939730160089652
140,200,0.6261174317810927,0.8814670876852077,0.7162162162162162,0,0,0.939581741004645
140,210,0.6643826666519806,0.9961946401101125,0.9324324324324325,0,0,0.9397378988890028
140,220,0.6522090394534463,0.9150676058618735,0.9594594594594594,0,0,0.9628764647192788
140,230,0.6489641177971589,0.8921814697865221,0.8513513513513513,0,0,0.9511980197781869
140,240,0.6331604691296975,0.8860551102474834,0.7567567567567568,0,0,0.9397852560037292
140,250,0.626444690698608,0.9085094324346206,0.8783783783783784,0,0,0.9397559260433127
150,150,0.6321890021066783,0.9060534909454026,0.9864864864864865,0,0,0.9748498053102033
150,160,0.6379696980364671,0.8877553774323268,0.6621621621621622,0,0,0.9629680511692223
150,170,0.6265236640475729,0.8749359026259683,0.3108108108108108,0,0,0.9749316768162755
150,180,0.6252398115359066,0.90993981593933,0.7162162162162162,0,0,0.9748636023286924
150,190,0.593661389456148,0.7316546568429008,0.6081081081081081,0,0,0.9872328007147838
150,200,0.6675033570934629,0.9422448924513535,0.9459459459459459,0,0,0.9749464100433236
150,210,0.6331736789897552,0.8921274930504953,0.6081081081081081,0,0,0.9749156795881645
150,220,0.6598425425964983,0.889671551561277,0.6081081081081081,0,0,0.974855094411106
150,230,0.6144572674165906,0.9147167570776995,0.9324324324324325,0,0,0.974850402650961
150,240,0.6506781086209628,0.8301082233557338,0.2702702702702703,0,0,0.974993594169223
150,250,0.6528942988675341,0.9298842199012227,0.6081081081081081,0,0,0.9628961430762919
160,150,0.6588096051180925,0.9198715353682562,0.972972972972973,0,0,0.987276369473481
160,160,0.6568502874842453,0.9133403503090167,0.6621621621621622,0,0,0.9872525177039663
160,170,0.7053810234253678,0.9037324912962512,0.972972972972973,0,0,0.9872969745233965
160,180,0.648873361690778,0.8822497503575959,0.6621621621621622,0,0,0.9872001787080753
160,190,0.6393175337008451,0.9049469678568536,0.28378378378378377,0,0,0.9873451951291523
