Time (s),IPS,Memory Throughput (MB/s)
0.0006072521209716797,1507901016,433.1264548
1.1843578815460205,9757432661,622.0805708
2.3708717823028564,4299597383,2444.8900996
3.6962454319000244,2287612188,4715.338430399999
4.869290590286255,2382642317,4210.2479302
6.030073404312134,2297707616,4151.7686236
7.213712930679321,7199132199,4073.4292118000003
8.68410611152649,6964237336,1740.0765668000001
10.379541158676147,6920545691,764.2994762000001
11.755083799362183,6527879283,1467.2465366000001
13.60016918182373,7656549173,1810.6460008
14.80008602142334,6320033207,2491.4994806
16.40794801712036,8903349074,3101.1543784
17.903878927230835,7624515560,446.0764178
19.100297927856445,6950297555,676.7115888
20.719914436340332,6261396235,2487.9867375999997
21.9332275390625,8193271721,3111.3360902
23.344010591506958,7761386406,448.86564060000006
24.551937341690063,6620223678,684.7646832
26.375974655151367,7682401369,2419.6088358
27.583944082260132,10911961007,2505.2463644
29.58385157585144,7653804169,2765.0635168000003
30.76880192756653,9327296806,776.2218308
32.692251682281494,7708804639,583.7759434000001
33.88449954986572,9294004240,2549.4859546000002
35.7572557926178,7652521247,818.0811444
36.95693302154541,6635034604,678.7038908000001
38.39492988586426,7664745479,2768.4714018000004
39.948384523391724,6720743137,781.9995066000001
41.293140172958374,7662518733,643.0521708
42.55585861206055,6978041391,2672.3900164
43.76825165748596,7600457424,751.7584594
45.07575726509094,7671441284,642.6327388000001
46.27262043952942,6622352936,2628.3391706
48.104231119155884,7631192760,747.11325
49.3159122467041,6514168009,633.4891212
50.62373471260071,7683904118,2706.6366392
51.868091106414795,6960260759,737.15174
53.06787371635437,7784961805,616.5335826
54.39594268798828,7651807162,2684.9939480000007
55.5992226600647,9769739349,761.4158812000001
57.52786207199097,7675406941,631.1717594000002
58.71356201171875,6578205156,2685.8223262000006
60.125139236450195,7766920809,761.4787960000001
61.6402530670166,6903890942,636.8970062000001
63.01195049285889,7543768685,2659.7546274
64.20382809638977,9239665377,737.1412542
65.6919457912445,8296642189,629.7666622
67.10428667068481,7773558929,2703.4699276000006
68.31546592712402,6075779032,764.257533
69.78021931648254,7679333203,587.9702634
71.03610372543335,7053875599,2528.6296984
72.2401020526886,7754267408,901.4851976000001
73.86394762992859,7735391284,627.4283288000001
75.07273459434509,5822764101,2528.7240706000002
76.56774353981018,7575128619,904.9769690000003
77.83597040176392,6958741524,620.1092404000002
79.04402232170105,9072474711,2530.9365744
80.63592624664307,7782286593,889.8040164000001
81.84020400047302,5825586943,608.9104060000001
83.34109878540039,7566090463,2609.1606423999997
84.60791301727295,6959159743,1168.6738674
85.81614327430725,8852098731,620.3189563999999
87.38791871070862,7845470782,2666.3816530000004
88.61316251754761,5829637425,949.3738461999999
90.11986899375916,7612127688,613.9121326
91.39620637893677,7019906414,2912.902811
92.6159496307373,8880397094,1023.8230262000001
94.18413925170898,7747995224,621.3255932
95.39571762084961,6680947566,2899.2083562000007
96.71142864227295,7552877041,1018.6220694000001
97.91223907470703,9090392292,603.2690456
99.39184045791626,6298143384,2615.5150372000003
101.04009175300598,7730397665,1142.3335378
102.25634956359863,6051213017,594.2722292000001
103.82129836082458,7544597059,1629.7240075999998
105.04796314239502,7193549842,1839.7545816000002
106.27984666824341,6111332566,713.2021728000001
107.86939573287964,7676761351,1269.1802604000002
109.07021975517273,6623054878,2205.7090016
110.36186742782593,7346654758,1001.8552752
