Time (s),SM Clock (MHz),SM Active,FP16 FLOPS (TFLOPS),FP32 FLOPS (TFLOPS),FP64 FLOPS (TFLOPS),Power (W)
0.5005857944488525,930.0,0.0,0.0,0.0,0.0,39.159
1.0961689949035645,765.0,0.0,0.0,0.0,0.0,37.685
1.692613124847412,765.0,0.0,0.0,0.0,0.0,37.685
2.286841869354248,765.0,0.0,0.0,0.0,0.0,37.685
2.8790719509124756,765.0,0.0,0.0,0.0,0.0,37.685
3.4764933586120605,765.0,0.0,0.0,0.0,0.0,37.685
4.07408881187439,765.0,0.0,0.0,0.0,0.0,37.49
4.670065641403198,765.0,0.0,0.0,0.0,0.0,37.587
5.2653703689575195,765.0,0.0,0.0,0.0,0.0,37.49
5.85982608795166,765.0,0.0,0.0,0.0,0.0,37.49
6.456331729888916,765.0,0.0,0.0,0.0,0.0,37.587
7.053042888641357,765.0,0.0,0.0,0.0,0.0,37.49
7.648953914642334,765.0,0.0,0.0,0.0,0.0,37.587
8.244696378707886,765.0,0.0,0.0,0.0,0.0,37.587
8.837506294250488,765.0,0.0,0.0,0.0,0.0,37.49
9.433965682983398,765.0,0.0,0.0,0.0,0.0,37.49
10.03082823753357,765.0,0.0,0.0,0.0,0.0,37.49
10.629767894744873,765.0,0.0,0.0,0.0,0.0,37.393
11.223981142044067,765.0,0.0,0.0,0.0,0.0,37.393
11.822099924087524,765.0,0.0,0.0,0.0,0.0,37.49
12.419451713562012,765.0,0.0,0.0,0.0,0.0,37.393
13.016539573669434,765.0,0.0,0.0,0.0,0.0,37.783
13.614107608795166,765.0,0.0,0.0,0.0,0.0,37.49
14.2123544216156,765.0,0.0,0.0,0.0,0.0,37.588
14.811000108718872,765.0,0.0,0.0,0.0,0.0,38.367
15.378352165222168,1410.0,0.0,0.0,0.0,0.0,61.461
15.937208890914917,1410.0,0.0,0.0,0.0,0.0,61.266
16.499272108078003,1410.0,0.0,0.0,0.0,0.0,61.364
17.059605360031128,1410.0,0.0,0.0,0.0,0.0,63.435
17.62283945083618,1410.0,0.0,0.0,0.0,0.0,61.46
18.186556339263916,1410.0,0.0,0.0,0.0,0.0,61.461
18.7514431476593,1410.0,0.0,0.0,0.0,0.0,61.359
19.3363037109375,765.0,0.0,0.0,0.0,0.0,38.172
19.940576553344727,765.0,0.0,0.0,0.0,0.0,38.074
20.53965663909912,1410.0,0.0,0.0,0.0,0.0,60.476
21.12295913696289,1410.0,0.0,0.0,0.0,0.0,61.169
