Time (s),Memory Throughput (MB/s)
1.0011310577392578,111.39065339999999
2.326533555984497,76.90285720000001
3.3280606269836426,60.71278200000001
4.3295793533325195,68.5981036
5.336133718490601,36.312325400000006
6.340131998062134,31.5412864
7.348114728927612,54.19061440000001
8.352098226547241,49.4510328
9.356098890304565,54.096242200000006
10.36013913154602,52.0724828
11.3721604347229,41.85931360000001
12.384139060974121,27.4308528
13.392135858535767,48.7799416
14.404114961624146,49.5349192
15.408132791519165,48.308080600000004
16.420119047164917,50.593985
17.42813730239868,49.492976000000006
18.432141542434692,24.840860199999998
19.444132328033447,54.2011002
20.452157258987427,49.5558908
21.464125156402588,51.9781106
22.476123809814453,49.388118000000006
23.48415780067444,36.4696124
24.488145351409912,24.379485000000003
25.49215531349182,48.717026800000006
26.496137142181396,49.8285216
27.500126838684082,47.553103
28.5041184425354,51.705479800000006
29.512085437774658,41.3874526
30.516160488128662,25.669238400000005
31.520063638687134,80.93989020000001
32.524009704589844,49.75512100000001
33.52812218666077,51.2126472
34.536107778549194,50.85613
35.544126987457275,38.1892836
36.552112102508545,25.9942982
37.5601007938385,48.203222600000004
38.56409049034119,48.88479960000001
39.56810665130615,51.2021614
40.57611703872681,50.38426900000001
41.58411908149719,40.55907440000001
42.58812379837036,25.501465600000003
43.596118688583374,52.95329
44.60411882400513,46.78763959999999
45.60814595222473,49.042086600000005
46.61213493347168,51.3384768
47.62009000778198,37.22459
48.632107734680176,23.435763
49.636099100112915,49.188887799999996
50.64010763168335,49.818035800000004
51.644126415252686,47.028813000000014
52.65212321281433,46.0431478
53.65609169006348,41.42939580000001
54.664103269577026,26.3927586
55.668071031570435,47.50067400000001
56.67210912704468,49.7446352
57.684128522872925,47.427273400000004
58.68810319900513,49.73414940000001
59.69209122657776,45.843917600000005
60.70409679412842,25.3441786
61.70809292793274,50.017266000000006
62.712111473083496,49.0840298
63.71607065200806,46.6827816
64.72007727622986,51.4643064
65.72809338569641,42.006114800000006
66.74010396003723,26.633932
67.74411249160767,50.98195960000001
68.75609159469604,50.71981460000001
69.76407647132874,54.7568476
70.76811671257019,53.75021079999999
71.77208495140076,43.9564736
72.78012037277222,29.915987399999995
73.78409814834595,51.66353660000001
74.79210829734802,299.2961894
