Time (s),IPS,Memory Throughput (MB/s),LLC Misses
0.00021028518676757812,5345756953,326.34955340000005,329787
1.279994010925293,7100656381,533.4021602,3108007
2.792083263397217,7335938317,840.751444,3602346
4.3240275382995605,7945338041,810.4160246,3507863
5.818243026733398,8397819391,872.4605032000001,3908237
7.288624286651611,9509659998,795.8407626000001,3285218
8.769497394561768,6486481955,984.0818442,4819651
10.026012897491455,14080680115,1101.7430060000002,14684949
11.288383483886719,24952275380,1957.1535984000002,24765932
12.718973875045776,24807380588,2587.7276672000003,24424769
14.15333890914917,24952700502,8787.226229599999,24405773
15.57784128189087,25159492976,17392.0834256,25184283
17.013570547103882,26516782300,18514.043054000005,24280419
18.449220180511475,27918022238,17618.4613618,23379433
19.915769815444946,26642422866,17261.461815000002,24873076
21.274524211883545,25879905236,17104.5208464,24650512
22.63436508178711,23959669399,18161.9194042,24543748
24.01204824447632,24664612639,16965.919542000003,25516115
25.33458638191223,25917539403,17141.074345200002,25324374
26.698445320129395,24800917699,17219.571044,24437668
28.18170475959778,25456894104,18293.757367600003,24838991
29.587905645370483,26017911498,18852.042331200002,24894921
31.0172016620636,26121363902,17168.0543086,23817737
32.50208020210266,27998446043,17872.6895828,25647818
33.96561551094055,25683439522,17985.359503800002,25586680
35.37243127822876,25546581223,17212.230984,24999771
36.73512887954712,25688844299,17615.409994000005,25094988
38.12968850135803,25624436427,17757.2094674,25771331
39.498218297958374,25728414438,18091.622601,25488743
40.92129182815552,26175145880,18355.812332,24877735
42.313992977142334,26097313805,19231.5129474,23346997
43.72889423370361,27033786552,18448.8947786,27016170
45.16605496406555,28653876853,17783.696598200004,26506034
46.652549505233765,26805807604,17828.219305000002,27086989
48.06075191497803,26762361487,17939.190526399998,26919839
49.4945547580719,26388610353,17871.378857800002,26062977
50.864837884902954,26564834657,17854.486234,22863300
52.227524280548096,26555303169,18126.791974199998,26185357
53.65596151351929,27484772774,18022.0807754,25946524
55.04841923713684,27609365627,18200.003829800004,26680259
56.38089895248413,27015893557,18401.907908799996,26540882
57.76212167739868,26924105339,18170.0354134,27025464
59.152631759643555,26027821120,17926.355907200003,26297039
60.49235916137695,25167957141,17336.141682600002,23178671
61.86601519584656,27292695025,19968.1823406,23318017
63.22405004501343,26313428448,20505.348903,26101923
64.56846880912781,27043580820,19875.812928400006,26532314
66.00932264328003,27909743791,19937.9517792,25205521
67.4251184463501,27397652941,19825.061656400005,26495349
68.84840440750122,26367630209,19548.2994512,26214269
70.19268894195557,27010106541,18939.8923636,26861212
71.61310982704163,28057748008,20336.9888982,24778046
73.06567645072937,28784280822,19216.8852564,27139399
74.50586771965027,26450618214,18091.570172,26239657
75.93102526664734,26873637854,19073.638742600004,26381081
77.3727400302887,26191086403,20604.156596400004,25421545
78.75707221031189,26601724981,20393.056470800002,25827577
80.12354755401611,28143770082,19696.694492800005,26456490
81.51622366905212,28634780780,19744.1217662,26864431
82.98674654960632,25967773104,19724.0938882,26162632
84.39953446388245,26517212396,19062.303592800003,26516898
85.86705756187439,27059939972,20226.58391,27345596
87.27833795547485,24370504156,20266.786467200003,22939314
88.6648223400116,27619697255,18962.080316400003,27250435
90.13689708709717,27784220437,18461.614054,26895725
91.56814670562744,26861044022,19041.594137800002,27120070
92.94179344177246,26286945834,20130.166979,26658482
94.4050440788269,26847193788,19901.0312774,26246625
95.81241631507874,27193560375,18991.597843400006,24235365
97.21234035491943,27913466617,19522.116408600003,26234102
98.74866700172424,26983679328,19674.9154862,27122334
100.18508434295654,27046800817,19488.089987600004,26686340
101.56521773338318,26742526364,20026.378530600003,27245098
102.98563861846924,27483762341,20818.4968342,26758774
104.4259512424469,28749567519,20197.422900200003,26774131
105.88539123535156,27053730439,17412.562192999998,26849656
107.2993369102478,26142414568,19484.031983,26464111
108.58882260322571,25832082502,18708.292499000003,25534663
109.99953293800354,25849603916,19559.110311,26244372
111.39418697357178,26962527409,20141.4287282,26232487
112.77021908760071,29174039866,20155.311927400002,27562929
114.27688598632812,26401707183,19796.194249,27202232
115.70498371124268,27084538220,19773.786094400002,27318093
117.09119915962219,26331090616,19415.087848,27313234
118.45498514175415,26198572171,19379.121554000005,26368029
119.86514472961426,26759500004,19871.461321400002,23627010
121.25704026222229,28695507824,19768.2600778,27168662
122.69686126708984,26713310101,18449.513440800005,27518040
124.10433745384216,26738703261,18643.7524,26893848
125.46144413948059,25875697094,19210.593776400005,26810995
126.85921025276184,26873849017,20239.733103200004,25760690
128.23333621025085,25867591903,20028.821722,27831533
129.64573621749878,28820572547,19360.8448046,27105418
131.13323163986206,25046188155,19338.174505000003,26042491
132.52943468093872,24802454245,19431.896585399998,16128127
