CPU Power Cap,GPU Power Cap,IPS,Memory Throughput,Performance,SM Clock
190,150,0.9846116311407425,0.9341308775402011,0.9456287917470436,0.991757511300186
190,160,0.9713816092682054,0.9546294366484334,0.9650581690491169,0.9850146237702737
190,170,1.0,0.9631496082168705,0.9859181654418739,0.9824243443721546
190,180,0.9837153590162749,0.9387147582573148,0.9556154324925515,1.0
190,190,0.9650047370964386,0.9500169411995206,0.9723494094522834,0.9991172560489231
190,200,0.9637945423956362,0.9585212098047492,0.9655733072814269,0.9977612337144376
190,210,0.9850944276816228,0.9624339748725004,0.9589921987339323,0.9973411326774794
190,220,0.95079461355398,0.9662017049157924,0.9789187081904409,0.9898963041744216
190,230,0.967013430290984,1.0,1.0,0.9959845677170097
190,240,0.9925590998989271,0.9856472122082777,0.982115938709041,0.9869130550385535
190,250,0.9873666613736469,0.9845324826429379,0.9964635742143388,0.992386957441844
