Time (s),SM Clock (MHz),SM Active,FP16 FLOPS (TFLOPS),FP32 FLOPS (TFLOPS),FP64 FLOPS (TFLOPS),Power (W)
0.5005850791931152,915.0,0.0,0.0,0.0,0.0,37.089
1.0902936458587646,915.0,0.0,0.0,0.0,0.0,36.979
1.6691339015960693,915.0,0.0,0.0,0.0,0.0,37.089
2.253865957260132,765.0,0.0,0.0,0.0,0.0,37.089
2.842235565185547,765.0,0.0,0.0,0.0,0.0,36.102
3.434413433074951,765.0,0.0,0.0,0.0,0.0,36.102
4.02373480796814,765.0,0.0,0.0,0.0,0.0,36.005
4.613088846206665,765.0,0.0,0.0,0.0,0.0,36.005
5.2052953243255615,765.0,0.0,0.0,0.0,0.0,35.908
5.7981956005096436,765.0,0.0,0.0,0.0,0.0,36.005
6.389312982559204,765.0,0.0,0.0,0.0,0.0,36.005
6.97951602935791,765.0,0.0,0.0,0.0,0.0,36.005
7.566896677017212,765.0,0.0,0.0,0.0,0.0,36.103
8.157281875610352,765.0,0.0,0.0,0.0,0.0,36.005
8.747275590896606,765.0,0.0,0.0,0.0,0.0,35.908
9.339062929153442,765.0,0.0,0.0,0.0,0.0,35.908
9.927008152008057,765.0,0.0,0.0,0.0,0.0,35.615
10.517550468444824,765.0,0.0,0.0,0.0,0.0,35.723
11.106848001480103,765.0,0.0,0.0,0.0,0.0,35.713
11.699585437774658,765.0,0.0,0.0,0.0,0.0,35.615
12.29158878326416,765.0,0.0,0.0,0.0,0.0,35.713
12.881410837173462,765.0,0.0,0.0,0.0,0.0,35.625
13.46946930885315,765.0,0.0,0.0,0.0,0.0,35.625
14.059847116470337,765.0,0.0,0.0,0.0,0.0,35.723
14.654350280761719,765.0,0.0,0.0,0.0,0.0,35.409
15.254058837890625,1170.0,1.0,0.0,0.0,0.0,164.975
15.835374355316162,1110.0,1.0,0.0,0.0,0.0,157.76
16.415745973587036,1140.0,1.0,0.0,0.0,0.0,162.149
16.996065616607666,1125.0,1.0,0.0,0.0,0.0,147.831
17.575265407562256,1110.0,1.0,0.0,0.0,0.0,159.265
18.156494617462158,1110.0,1.0,0.0,0.0,0.0,160.829
18.74744200706482,1095.0,1.0,0.0,0.0,0.0,165.963
19.327411651611328,1065.0,1.0,0.0,0.0,0.0,153.82
19.911336660385132,1320.0,0.0,0.0,0.0,0.0,51.857
20.472220420837402,1410.0,0.0,0.0,0.0,0.0,56.253
21.03237009048462,1410.0,0.0,0.0,0.0,0.0,56.059
21.589381456375122,1410.0,0.0,0.0,0.0,0.0,55.865
22.149712324142456,765.0,0.0,0.0,0.0,0.0,36.297
22.74279475212097,765.0,0.0,0.0,0.0,0.0,36.297
23.33584451675415,765.0,0.0,0.0,0.0,0.0,36.199
23.923300981521606,765.0,0.0,0.0,0.0,0.0,36.005
24.51360511779785,1125.0,1.0,0.0,0.0,0.0,163.81
25.09121561050415,1395.0,0.0,0.0,0.0,0.0,54.895
25.651876211166382,1410.0,0.0,0.0,0.0,0.0,56.059
26.209673166275024,1410.0,0.0,0.0,0.0,0.0,55.962
26.768763303756714,765.0,0.0,0.0,0.0,0.0,56.156
27.36899185180664,765.0,0.0,0.0,0.0,0.0,36.005
27.960158348083496,765.0,0.0,0.0,0.0,0.0,36.297
28.548697471618652,765.0,0.0,0.0,0.0,0.0,36.297
29.141863346099854,765.0,0.0,0.0,0.0,0.0,36.102
29.733534574508667,765.0,0.0,0.0,0.0,0.0,36.102
30.324195861816406,765.0,0.0,0.0,0.0,0.0,36.297
30.911229610443115,765.0,0.0,0.0,0.0,0.0,36.395
31.50148582458496,765.0,0.0,0.0,0.0,0.0,36.005
32.09070563316345,765.0,0.0,0.0,0.0,0.0,36.005
32.68336248397827,765.0,0.0,0.0,0.0,0.0,36.199
33.275294065475464,765.0,0.0,0.0,0.0,0.0,36.005
33.86555480957031,765.0,0.0,0.0,0.0,0.0,36.005
34.45450520515442,765.0,0.0,0.0,0.0,0.0,35.712
35.047568559646606,765.0,0.0,0.0,0.0,0.0,36.102
35.639002323150635,765.0,0.0,0.0,0.0,0.0,36.005
36.23073601722717,765.0,0.0,0.0,0.0,0.0,36.015
36.81731200218201,765.0,0.0,0.0,0.0,0.0,35.713
37.40820384025574,765.0,0.0,0.0,0.0,0.0,36.102
37.996684551239014,765.0,0.0,0.0,0.0,0.0,36.102
38.58698892593384,765.0,0.0,0.0,0.0,0.0,36.199
39.177026987075806,765.0,0.0,0.0,0.0,0.0,36.005
39.76479768753052,765.0,0.0,0.0,0.0,0.0,35.908
40.35378646850586,765.0,0.0,0.0,0.0,0.0,36.005
40.94765615463257,765.0,0.0,0.0,0.0,0.0,36.005
41.538222312927246,765.0,0.0,0.0,0.0,0.0,36.005
42.12853670120239,765.0,0.0,0.0,0.0,0.0,36.005
42.715734243392944,765.0,0.0,0.0,0.0,0.0,36.005
43.305513858795166,765.0,0.0,0.0,0.0,0.0,36.005
43.89648175239563,765.0,0.0,0.0,0.0,0.0,36.005
44.48789978027344,765.0,0.0,0.0,0.0,0.0,36.102
45.07500624656677,765.0,0.0,0.0,0.0,0.0,35.908
45.6647469997406,765.0,0.0,0.0,0.0,0.0,35.908
46.26002740859985,765.0,0.0,0.0,0.0,0.0,35.908
46.85453128814697,765.0,0.0,0.0,0.0,0.0,36.102
47.4463267326355,765.0,0.0,0.0,0.0,0.0,36.005
48.0363450050354,765.0,0.0,0.0,0.0,0.0,35.811
48.62319040298462,765.0,0.0,0.0,0.0,0.0,36.005
49.2157883644104,765.0,0.0,0.0,0.0,0.0,35.811
49.8041205406189,765.0,0.0,0.0,0.0,0.0,35.908
50.39508128166199,765.0,0.0,0.0,0.0,0.0,36.102
50.98414373397827,765.0,0.0,0.0,0.0,0.0,35.908
51.572378396987915,765.0,0.0,0.0,0.0,0.0,35.811
52.16238975524902,765.0,0.0,0.0,0.0,0.0,35.811
52.75697112083435,765.0,0.0,0.0,0.0,0.0,35.908
53.34690618515015,765.0,0.0,0.0,0.0,0.0,36.005
53.93717408180237,765.0,0.0,0.0,0.0,0.0,35.908
54.52486538887024,765.0,0.0,0.0,0.0,0.0,35.615
55.116044998168945,765.0,0.0,0.0,0.0,0.0,36.102
55.705307483673096,765.0,0.0,0.0,0.0,0.0,36.297
56.30064392089844,765.0,0.0,0.0,0.0,0.0,35.908
56.888789892196655,765.0,0.0,0.0,0.0,0.0,35.811
57.47858214378357,765.0,0.0,0.0,0.0,0.0,35.908
58.068238496780396,765.0,0.0,0.0,0.0,0.0,35.811
58.66224789619446,765.0,0.0,0.0,0.0,0.0,36.005
59.25589466094971,765.0,0.0,0.0,0.0,0.0,35.908
59.84390878677368,765.0,0.0,0.0,0.0,0.0,35.917
60.43051218986511,765.0,0.0,0.0,0.0,0.0,35.811
61.02465772628784,765.0,0.0,0.0,0.0,0.0,35.811
61.612897634506226,765.0,0.0,0.0,0.0,0.0,36.005
62.20505666732788,765.0,0.0,0.0,0.0,0.0,35.811
62.79330825805664,765.0,0.0,0.0,0.0,0.0,35.811
63.38215899467468,765.0,0.0,0.0,0.0,0.0,36.102
63.973437786102295,765.0,0.0,0.0,0.0,0.0,35.908
64.56446194648743,765.0,0.0,0.0,0.0,0.0,35.811
65.15372896194458,765.0,0.0,0.0,0.0,0.0,35.908
65.74377512931824,765.0,0.0,0.0,0.0,0.0,36.005
66.33169269561768,765.0,0.0,0.0,0.0,0.0,35.908
66.92091679573059,765.0,0.0,0.0,0.0,0.0,35.811
67.51268005371094,765.0,0.0,0.0,0.0,0.0,35.811
68.10312628746033,765.0,0.0,0.0,0.0,0.0,35.81
68.69213390350342,765.0,0.0,0.0,0.0,0.0,35.81
69.28223609924316,765.0,0.0,0.0,0.0,0.0,35.811
69.8734483718872,765.0,0.0,0.0,0.0,0.0,35.908
70.46898746490479,765.0,0.0,0.0,0.0,0.0,35.908
71.06176471710205,765.0,0.0,0.0,0.0,0.0,36.005
71.65800476074219,765.0,0.0,0.0,0.0,0.0,36.005
72.24842190742493,765.0,0.0,0.0,0.0,0.0,35.908
72.83730340003967,765.0,0.0,0.0,0.0,0.0,35.81
73.42582845687866,765.0,0.0,0.0,0.0,0.0,35.811
74.01864433288574,765.0,0.0,0.0,0.0,0.0,35.81
74.60856032371521,765.0,0.0,0.0,0.0,0.0,35.811
75.19738554954529,765.0,0.0,0.0,0.0,0.0,35.713
75.7868242263794,765.0,0.0,0.0,0.0,0.0,35.713
76.38097286224365,765.0,0.0,0.0,0.0,0.0,35.506
