Time (s),SM Clock (MHz),SM Active,FP16 FLOPS (TFLOPS),FP32 FLOPS (TFLOPS),FP64 FLOPS (TFLOPS),Power (W)
0.50058913230896,1410.0,0.0,0.0,0.0,0.0,61.267
1.0682311058044434,1050.0,0.0,0.0,0.0,0.0,39.759
1.6435136795043945,825.0,0.0,0.0,0.0,0.0,38.477
2.2321419715881348,765.0,0.0,0.0,0.0,0.0,36.979
2.827195405960083,765.0,0.0,0.0,0.0,0.0,36.881
3.426537275314331,1410.0,0.942,0.0,0.0,1.39545980928e-06,224.842
4.006356954574585,1395.0,0.952,0.0,0.0,3.7635591167999996e-07,222.553
4.590889930725098,1410.0,0.938,0.0,0.0,1.5997927679999997e-06,226.852
5.175922632217407,1410.0,0.926,0.0,0.0,1.99446354432e-06,237.389
5.757221221923828,1395.0,0.903,0.0,0.0,3.15191326464e-06,223.794
6.335436105728149,1395.0,0.912,0.0,0.0,2.2336056115199997e-06,227.322
6.917080402374268,1395.0,1.0,0.0,0.0,4.850046720000001e-06,226.36
7.498103380203247,1410.0,0.901,0.0,0.0,3.3104648678400005e-06,234.811
8.07683277130127,1395.0,1.0,0.0,0.0,4.83076224e-06,228.973
8.655919313430786,1395.0,1.0,0.0,0.0,4.850046720000001e-06,228.192
9.23719835281372,1395.0,1.0,0.0,0.0,4.850046720000001e-06,227.253
9.817416429519653,1395.0,1.0,0.0,0.0,4.850046720000001e-06,229.765
10.395448207855225,1395.0,1.0,0.0,0.0,4.84040448e-06,228.992
10.973846912384033,1395.0,0.905,0.0,0.0,5.759309952e-07,229.884
11.552600622177124,1395.0,1.0,0.0,0.0,4.85968896e-06,229.64
12.133470296859741,1395.0,1.0,0.0,0.0,4.85968896e-06,229.067
12.712137699127197,1395.0,1.0,0.0,0.0,4.850046720000001e-06,225.685
13.29401159286499,1380.0,1.0,0.0,0.0,4.79789568e-06,233.37
13.872334003448486,1395.0,1.0,0.0,0.0,4.850046720000001e-06,229.959
14.455496072769165,1410.0,0.0,0.0,0.0,0.0,62.646
