Time (s),IPS,Memory Throughput (MB/s)
0.0004429817199707031,1339475369,416.7266636000001
1.1929008960723877,8256860514,614.6356528
2.3746964931488037,4149912702,1449.189989
3.5934031009674072,2091994954,4015.0757348
5.088713645935059,2068373462,3655.1401640000004
6.284561395645142,2060561376,3592.6972250000003
7.4725940227508545,4368457759,3621.7638626000007
8.748114824295044,6378588566,3584.1932412
10.018410444259644,5885287914,1494.2369858000002
11.341827869415283,5377046437,644.2160946
12.578255891799927,5644109813,717.8788396000001
13.778220891952515,7085322520,2356.7045216
15.353465557098389,6594123777,2043.7767922
16.578196048736572,5892063131,1174.3047420000003
17.786269187927246,5517106210,2729.0447938
19.098161935806274,6370832611,413.7906396
20.458306550979614,6599419080,545.8697764000001
21.670501470565796,5941859665,2141.8504796
23.09399127960205,7359542328,1505.6455362
24.854267835617065,5804092155,2157.0863470000004
26.48649024963379,6538287290,373.5356534
27.702366590499878,5985649397,577.9668102
28.91443634033203,5958796093,2302.0315604
30.182684898376465,6618482769,1603.1529904000001
31.41438055038452,5826438764,1478.4978
32.69441246986389,6727630379,2566.9448116000003
34.03011870384216,6580416045,704.6562458000001
35.225996017456055,5594571568,447.5024866
36.81109404563904,6572368109,1838.0873394
38.3301796913147,6012963294,1494.1006704000001
39.55822205543518,6761625475,404.5841072
40.87833070755005,6566780993,580.3995158
42.106199979782104,5985430914,2638.0490214
43.32001495361328,5966052049,733.7753124000001
44.538081884384155,6648653171,472.46917640000004
45.758216857910156,5835763203,1839.5658372000003
47.03081130981445,6406104791,1460.3573660000002
48.29834699630737,6611968626,430.7776356
49.517826557159424,5554631896,557.9913612
51.200775384902954,6596786204,2631.2647088
52.73019218444824,6034759341,738.3680928
53.93459367752075,6782258623,463.51430320000003
55.27424097061157,6606453551,1642.3384250000001
56.49816179275513,5897199026,1637.3471842000001
57.70946002006531,6260208495,460.85091000000006
59.034258127212524,6668875751,569.2426246
60.27007460594177,5806320128,2667.7762644000004
61.79771542549133,6574428043,746.0122410000001
63.00245499610901,7266997519,504.4403806
64.38226103782654,7954260967,1792.652368
65.97623229026794,6604070731,1385.1636942
67.18642711639404,5876174713,506.0971370000001
68.39376783370972,6181255250,550.5674148
69.66460299491882,6598285267,2514.7464992000005
70.87821555137634,6081726947,886.6058474
72.2717056274414,5800826554,465.34931819999997
73.50975012779236,6599532867,1679.3742706000003
74.74255466461182,5854293608,1525.8307012000002
76.1166262626648,6622971931,499.386225
77.37418842315674,6682962276,560.0046348000001
78.58497858047485,5309087458,2496.3124628
