Time (s),Memory Throughput (MB/s)
1.0010778903961182,1105.7171242000002
2.1741371154785156,869.5978798000001
3.1783738136291504,874.1277454000001
4.1825339794158936,8153.946824400002
5.186652898788452,2449.7974540000005
6.190656423568726,814.7676316000001
7.192217826843262,828.587916
8.194660425186157,3226.5121174
9.198396921157837,5449.99455
10.199063539505005,2661.9776170000005
11.201271057128906,843.5301810000001
12.20262360572815,837.867849
13.204017877578735,7516.0746388
14.205416679382324,2993.3393828
15.206823587417603,910.5554146
16.20822763442993,829.2275498000002
17.20987820625305,1505.1527036000002
18.211448192596436,7332.290022200001
19.21295928955078,2667.6294632
20.214199542999268,797.0466296000002
21.215458631515503,832.6668922
22.216691970825195,8362.582787000001
23.216971397399902,2294.9955886
24.219499111175537,860.8212652
25.22074842453003,830.3600161999999
26.222362518310547,1791.0585264000001
27.22393274307251,6930.285421799999
28.225244283676147,2732.3478208
29.22647976875305,832.6668922
30.227726697921753,831.6183122
31.229344129562378,8292.820759600001
32.23059105873108,2333.6043042
33.23218894004822,811.7896644000001
34.2334349155426,835.6553452
35.234848737716675,2079.648714
36.236085414886475,6743.994699000001
37.23766827583313,2660.0482298000006
38.23925733566284,839.4407190000003
39.24084544181824,808.6019812000001
40.24244523048401,8234.079308
41.244025230407715,2451.9575288
42.245599031448364,830.5487606
43.24718713760376,830.1398144000001
44.248756408691406,3638.4048272000005
45.250688791275024,6902.110077200001
46.2589271068573,249.6249548
