CPU Power Cap,GPU Power Cap,IPS,FLOPS
120,110,0.5827930646577908,0.5898924958519911
120,130,0.5600698519030568,0.7657048134523424
120,150,0.5887603318621644,0.7982123930522216
120,170,0.5973002772661986,0.7748169150496639
120,190,0.5430337246312852,0.8544554107654867
120,210,0.5845890600547263,0.7625643425420054
120,230,0.5865405758878365,0.8322520156747538
120,250,0.5511042651936882,0.9153124544137251
140,110,0.7228771143646663,0.5833514781475921
140,130,0.7398818597540766,0.8015185211774267
140,150,0.732548260940235,0.7768448466736171
140,170,0.7015731403857339,0.7728388259446756
140,190,0.7121670235645745,0.9463820363085836
140,210,0.6938500418827902,0.9393880885707933
140,230,0.7181700547909328,0.8775128360687964
140,250,0.7073129912417393,0.8810725726654122
160,110,0.8853200400037021,0.5821523686670079
160,130,0.8494988929040015,0.7405748272921154
160,150,0.8144905561430608,0.7509113913343082
160,170,0.8598881058408601,0.8215727544831013
160,190,0.8327112610592907,0.9029663635338375
160,210,0.8848353439324091,0.9092655884324473
160,230,0.8497305266629783,0.8863515879234262
160,250,0.8472328634159294,0.8238872431063866
180,110,0.9664398542301725,0.669583684363129
180,130,0.955232749863868,0.7980159277265884
180,150,0.9231330217625492,0.7999634357559017
180,170,0.9412657247342531,0.9193597657423389
180,190,0.9609590965490056,0.8979772415741069
180,210,0.9516310574209159,0.8545915708367667
180,230,0.9537824718288344,0.9119976188838668
180,250,0.9825563224292584,0.9046384173281912
200,110,0.9199352606652037,0.6361662581899353
200,130,0.9743285445276765,0.6867361690697248
200,150,0.9677685823836765,0.7462846057178775
200,170,0.9413152458265743,0.8888720995934292
200,190,0.9749129417361911,0.8446685652276963
200,210,0.9731914073762844,0.9896116222801667
200,230,0.8958670493838237,0.9467871021903406
200,250,1.0,0.8922033380987648
300,110,0.9540386487728704,0.6473226872608442
300,130,0.9433985208798527,0.7833414200237215
300,150,0.9755404473108659,0.8111165620446273
300,170,0.9410825840654791,0.9676145586553639
300,190,0.9286475381625467,0.8658719191397899
300,210,0.9832965348284025,0.9048646038505019
300,230,0.9544684408039729,0.9318530201388471
300,250,0.9715813283357053,0.8793240850340747
540,110,0.9931215783601742,0.6752427061659085
540,130,0.9499806145691987,0.8162677446503085
540,150,0.9246603078415329,0.7758499039528727
540,170,0.9410198524910514,0.8683779555788138
540,190,0.9362816123456538,0.877847776178597
540,210,0.9730461514728462,0.8490913840313954
540,230,0.9325591705652663,0.9111714742848417
540,250,0.976491383340146,1.0
