CPU Power Cap,GPU Power Cap,IPS,FLOPS
120,110,0.6154251884624041,0.3763118465286677
120,130,0.6152027765901884,0.3487470908101822
120,150,0.6148486440167605,0.33943669992596837
120,170,0.6126794025567595,0.3434889635393929
120,190,0.6168045736921375,0.42154841081681604
120,210,0.6163921856604344,0.2838130405635599
120,230,0.6132947000559329,0.351563333028204
120,250,0.6144407954713649,0.3194286048976795
140,110,0.7395454024963162,0.33623878641418925
140,130,0.7385290391968531,0.4312523440657661
140,150,0.7337863306232386,0.4086924490007198
140,170,0.7342555995648807,0.43650791262287864
140,190,0.7723663602157226,0.30630951193036726
140,210,0.7412221603979979,0.4087170723240631
140,230,0.7410180373963575,0.4243828033114898
140,250,0.7351081870005801,0.4090470621649276
160,110,0.9058161475616595,0.2120206785879058
160,130,0.9039764549790934,0.5933737791893083
160,150,0.908422173289174,0.6533576327231783
160,170,0.9084750895182369,0.9189927852841827
160,190,0.903365207158095,0.059446730856813096
160,210,0.901392125446627,1.0
160,230,0.8974953939117928,0.6509367800489845
160,250,0.8959645888151205,0.7252189198120136
180,110,0.9863004902030501,0.5279470465879558
180,130,0.9946548782539056,0.6148687741983381
180,150,0.9855728527859037,0.6040199352519363
180,170,0.9853615535954741,0.5494910229108534
180,190,0.9838995243577876,0.5559113836705896
180,210,0.9773102974309354,0.5217117293046211
180,230,0.9741469999732199,0.5769018945513292
180,250,0.9918026968981805,0.4967644431497421
200,110,0.9890387651043616,0.5699652434118526
200,130,0.9913534294596698,0.5432974789201632
200,150,0.989802664112026,0.5773709327828875
200,170,0.966572053632058,0.5748760929951978
200,190,0.978202742964088,0.5501919324617224
200,210,0.9834525012879695,0.5143076834312699
200,230,0.9920601516821783,0.4860295197532677
200,250,0.9789760093416693,0.5742479582649562
300,110,0.9815751310263737,0.5154828647506178
300,130,0.9972436286822015,0.6073901411593253
300,150,0.9850531647360443,0.5551316352398041
300,170,0.9895030997052772,0.564363220413998
300,190,0.9820539869897822,0.5517100024369814
300,210,0.9783108448826092,0.5924264241062022
300,230,0.9934118429135814,0.5778197973270671
300,250,0.98819513935372,0.659099583776482
540,110,0.9852618289035356,0.4827062577423104
540,130,1.0,0.5152208453904739
540,150,0.9859536598485389,0.5672840890934591
540,170,0.9831740354585894,0.6198621249509779
540,190,0.9791431097542938,0.5831557376387747
540,210,0.9778720580769291,0.5880364543091945
540,230,0.9790498833745012,0.6790185783521809
540,250,0.9987535403209783,0.5391644905982547
