Time (s),IPS
4.9114227294921875e-05,5361001518
1.174863338470459,5428181272
2.3497543334960938,5570497242
3.5468010902404785,5612797737
4.7007081508636475,6959496523
5.856550693511963,10098604025
7.024903297424316,9859439274
8.176811456680298,9974952388
9.336445569992065,9960420656
10.496827602386475,9813039695
11.655139446258545,6828599007
12.826905488967896,2410077186
13.984768629074097,3053598906
15.155410051345825,2462399405
16.342831134796143,2533362141
17.535558223724365,2450617433
18.692758083343506,5329424350
19.857133388519287,1689229020
