Time (s),Package Power (W),DRAM Power (W)
0.500737190246582,134.534812,16.716748
1.001476764678955,134.42409400000003,16.639728
1.502211332321167,134.561912,16.57492
2.003117322921753,134.77309200000002,16.712802
2.503983497619629,134.47390000000001,16.645512
3.0048718452453613,134.574606,16.53312
3.5057902336120605,134.59889800000002,16.501998
4.006648778915405,134.58058999999997,16.607814
4.507547616958618,134.540304,16.586332
5.00839900970459,134.622948,16.635598
5.509140491485596,134.50014199999998,16.637065999999997
6.01010274887085,134.747092,16.620696
6.511180400848389,134.48866800000002,16.674889999999998
7.012156009674072,134.623558,16.561636
7.513169050216675,134.49184200000002,16.563352000000002
8.013905763626099,134.68508000000003,16.617668000000002
8.514860153198242,134.68801200000001,16.617206
9.015862226486206,134.38796000000002,16.612158
9.51684832572937,134.746848,16.625992
10.017719268798828,134.59072,16.605976
10.518730640411377,134.532004,16.511884000000002
11.019678115844727,134.680808,16.550435999999998
11.520697116851807,134.4822,16.476632
12.021667242050171,134.67165,16.550746
12.522582769393921,134.511986,16.630209999999998
13.023628950119019,134.69692,16.614394
13.524569511413574,134.45852,16.680214
14.025577545166016,134.706074,16.56442
14.52632451057434,134.665672,16.589578
15.027280330657959,134.541404,16.661546
15.52829623222351,134.626608,16.573847999999998
16.02923274040222,134.59535799999998,16.680244000000002
16.53025531768799,134.64943599999998,16.594012
17.031063079833984,134.502586,16.630672
17.532018899917603,134.672018,16.645052
18.03304386138916,134.469626,16.628622
18.53400206565857,134.639794,16.634284
19.035022497177124,134.723898,16.591746
19.535762310028076,134.47792600000002,16.664426
20.036724090576172,134.707786,16.622714000000002
20.537634134292603,134.53310199999999,16.588384
21.038614749908447,134.63137,16.61635
21.53963541984558,134.507712,16.51537
22.04048204421997,134.666768,16.589606
22.541430950164795,134.683616,16.581896
23.042256116867065,134.561302,16.57397
23.54322624206543,134.47389800000002,16.584678
24.04412841796875,134.69020799999998,16.642302
24.544967889785767,134.32778000000002,16.680856
25.045929431915283,134.704612,16.619408
25.546773672103882,134.553244,16.65145
26.04750967025757,134.572164,16.573268
26.54846692085266,134.71144800000002,16.63266
27.049490690231323,134.574608,16.607844
27.55045247077942,134.605978,16.559588
28.051462411880493,134.582662,16.569746
28.55226445198059,134.609642,16.605274
29.053215265274048,134.69948399999998,16.598726
29.5542209148407,134.475364,16.567512
30.05508327484131,134.682638,16.53976
30.556050062179565,134.570578,16.667972
31.057016611099243,134.497094,16.685904
31.557807207107544,134.64320800000002,16.740832
32.0588903427124,134.59242999999998,16.683059999999998
32.559844732284546,134.647604,16.732292
33.06066942214966,134.519186,16.77593
33.561399698257446,134.54408999999998,17.652438
34.06218957901001,134.598532,17.92349
34.56316065788269,134.508566,17.822694
35.064043283462524,134.744284,16.891874
35.565083503723145,134.52760999999998,16.598019999999998
