Time (s),Memory Throughput (MB/s)
1.0010712146759033,2671.519695
2.1743531227111816,1536.8198196
3.1758618354797363,2249.0782704000003
4.1772308349609375,2869.7956872000004
5.178729057312012,66.9623188
6.180211067199707,65.5257642
7.181694030761719,52.05151120000001
8.183156967163086,40.884134200000005
9.184631109237671,64.34086880000001
10.186110734939575,59.831974800000005
11.1876060962677,69.7934848
12.189104557037354,57.4936414
13.190611124038696,63.53346220000001
14.192104578018188,57.367811800000005
15.193601608276367,57.5460704
16.19510269165039,64.2464966
17.196600198745728,23.110703200000003
18.198096990585327,55.931257200000005
19.19958806037903,60.880554800000006
20.20108199119568,59.790031600000006
21.2025887966156,59.9053754
22.20408582687378,59.3286564
23.205589771270752,421.19361440000006
