Time (s),IPS
4.744529724121094e-05,8963762705
1.191512107849121,9032823226
2.3753111362457275,8967515171
3.5514729022979736,8982580397
4.727494239807129,8989773741
5.899360418319702,9004941996
7.075491666793823,8989236962
8.255311250686646,9029223909
9.431165218353271,8959346489
10.599404096603394,8938073185
11.778180599212646,9049947744
12.969878435134888,8877547620
14.158970355987549,8853889793
15.338674545288086,8867024992
16.515236377716064,8865791110
17.691176414489746,8857033419
18.867212533950806,8853751240
20.039165496826172,8849163009
21.219226598739624,8949840897
22.411221504211426,8861525322
23.601739168167114,8872026000
24.783203125,8850399263
25.95567798614502,8858590384
27.139301776885986,8851564125
28.322242975234985,8909325353
29.49585747718811,8854955607
30.659644603729248,8861914448
31.84387993812561,8920102055
33.023908853530884,461840155
