Time (s),IPS
0.00010514259338378906,5747495545
1.2211346626281738,5676573620
2.4454333782196045,5735607104
3.6751134395599365,5692569463
4.9269490242004395,5781855944
6.150956392288208,5690117084
7.374917268753052,5822021241
8.598852396011353,5712082404
9.826684713363647,5879927935
11.046691179275513,5728055222
12.262930393218994,5743393462
13.522830724716187,5723951220
14.742796897888184,5760905949
15.985380411148071,5718724110
17.197116136550903,5714972744
18.40668535232544,5737669630
19.62270474433899,5800168285
20.85085916519165,5806945957
22.10712194442749,5666736532
23.320891857147217,5857748156
24.545146703720093,5693646707
25.76121211051941,5827719119
27.00714945793152,5665130364
28.2294340133667,5825094617
29.468862056732178,5735743949
30.68088388442993,5727536585
31.92100167274475,5793355939
33.13892650604248,5722824492
34.35923480987549,5730244411
35.58498954772949,5719577487
36.81738352775574,5809718426
38.051146268844604,5696866775
39.26314377784729,5863054013
40.47504687309265,5693436900
41.69293475151062,5796341828
42.90881299972534,5702290062
44.12080192565918,5712837977
45.36148142814636,5717841227
46.59965205192566,5731306295
47.83607602119446,5747982572
49.05707335472107,5722845940
50.29723525047302,5741401866
51.51493835449219,5724379188
52.727800607681274,5783198728
53.96338987350464,5670008110
55.1715030670166,5883409769
56.399577617645264,5689446451
57.6194212436676,5831800447
58.830745458602905,5731224339
60.05172276496887,5812610620
61.30907201766968,5729756090
62.53143239021301,5754337559
63.76421046257019,5731315237
64.9829580783844,5725804894
66.1952862739563,5763658673
67.44176816940308,5676732721
68.6510763168335,5791193752
69.89896750450134,5757977644
71.11811399459839,5819082810
72.36741971969604,5717821479
73.57967042922974,3580736575
