Time (s),Memory Throughput (MB/s)
1.0010707378387451,581.5214963999999
2.1728322505950928,514.8737516
3.1744370460510254,491.8049916
4.176057815551758,478.25733800000006
5.177277565002441,479.1066878
6.178498268127441,4684.2375476
7.180132865905762,1596.1484760000003
8.181334972381592,1628.6020270000001
9.1828453540802,12109.379328800002
10.183963775634766,12113.846279600002
11.185636281967163,13434.773963000003
12.186872482299805,13774.608255199999
13.188088178634644,13895.3312706
14.189637660980225,12496.137576
15.191142797470093,12119.1416086
16.19226050376892,13745.604532400004
17.19353985786438,14441.2849334
18.194754123687744,13503.2042938
19.1961772441864,11599.6331334
20.19906973838806,13450.387319200001
21.211002588272095,12058.554656200002
22.214765310287476,10501.067324800002
23.219017267227173,11911.3130526
24.223024129867554,11946.0210506
25.22698473930359,11464.072711
26.231122732162476,12461.8385242
27.23504090309143,11926.4545478
28.24301314353943,2831.2394006000004
29.247021675109863,971.5408274000001
