CPU Power Cap,GPU Power Cap,IPS,Memory Throughput,LLC Misses,SM Clock,DRAM Active,FP Active,Performance
120,250,0.5269606300955372,0.7948811437758383,0.8666423970660749,0.9275053304904052,0.8571428571428572,0.14778325123152708,0.8586059712634823
130,250,0.6065759123521102,0.8935461644464859,0.969098388903248,0.8843283582089553,0.8571428571428572,0.14778325123152708,0.9185408046007036
140,250,0.6583059367328017,0.9596831457663452,1.0,0.914179104477612,0.0,1.0,0.9632786963952193
150,250,0.7750335447142869,0.9363511521972133,0.7789934771223158,0.8768656716417911,1.0,0.13793103448275862,0.9752416302987605
160,250,0.8158632631902853,1.0,0.9669043814812387,0.9944029850746269,0.0,0.1724137931034483,0.9873743025327956
170,250,0.9377448363525112,0.8830251875669882,0.7908907459034547,0.9123134328358209,0.0,0.13793103448275862,1.0
180,250,0.9365824680149936,0.9150254555198285,0.8365442046975233,1.0,1.0,0.20689655172413793,0.9874889310449281
190,250,0.9602388768516538,0.9368884933394579,0.9386409911617516,0.997867803837953,0.8571428571428572,0.17733990147783252,0.9874236825863603
200,250,1.0,0.9320825677537896,0.7506199196764751,0.9994669509594882,0.0,0.17733990147783252,0.9517267026774888
