CPU Power Cap,GPU Power Cap,IPS,FLOPS
120,110,0.5925244224500693,0.0
120,130,0.6004447518964814,0.0
120,150,0.6148806479803056,0.0
120,170,0.5989919347672832,0.0
120,190,0.597856153691581,0.0
120,210,0.5962891318492307,0.0
120,230,0.5961476126775125,0.0
120,250,0.5968084043982286,0.0
140,110,0.7430997397798355,0.0
140,130,0.7313225109429702,0.0
140,150,0.7307273355335152,0.0
140,170,0.7417913120253536,0.0
140,190,0.7540588549153946,0.0
140,210,0.751579349184708,0.0
140,230,0.75322410463467,0.0
140,250,0.7296218084289888,0.0
160,110,0.8991670310390293,0.0
160,130,0.879015058624965,0.0
160,150,0.8701264013000877,0.0
160,170,0.8817007710833079,0.0
160,190,0.9026054487568157,0.0
160,210,0.8680547116821478,0.0
160,230,0.8617460405671931,0.0
160,250,0.8736758143384945,0.0
180,110,0.9796717551661299,0.0
180,130,0.9829587841799875,0.0
180,150,0.9753031568825685,0.0
180,170,0.9764007000434539,0.0
180,190,0.9932663403259594,0.0
180,210,0.9760117401933989,0.0
180,230,0.9927752954009983,0.0
180,250,0.6665873034397638,0.0
200,110,0.9749067859683661,0.0
200,130,0.9948311755657683,0.0
200,150,1.0,0.0
200,170,0.973919834727943,0.0
200,190,0.9680288000311045,0.0
200,210,0.9931664170657756,0.0
200,230,0.9808559667880671,0.0
200,250,0.9709879619091946,0.0
300,110,0.9633717253919606,0.0
300,130,0.9292093587396977,0.0
300,150,0.9741636653777639,0.0
300,170,0.993808495770351,0.0
300,190,0.9732858388552028,0.0
300,210,0.9792577054938336,0.0
300,230,0.903812355383197,0.0
300,250,0.9768602019238443,0.0
540,110,0.9726453444265644,0.0
540,130,0.9939999629395453,0.0
540,150,0.9721859552663974,0.0
540,170,0.9942411826875404,0.0
540,190,0.9737762000857952,0.0
540,210,0.9734577499043565,0.0
540,230,0.9740702234367677,0.0
540,250,0.97593264179614,0.0
