CPU Power Cap,GPU Power Cap,IPS,FLOPS
120,110,0.5801480656845814,0.4431121640038574
120,130,0.5795962244804347,0.6236838354142641
120,150,0.592452850465066,0.6254491550588035
120,170,0.5743441974010918,0.7372291970549575
120,190,0.549480830250244,0.6845371885676671
120,210,0.5668624302843186,0.8715070110841264
120,230,0.5490142815393841,0.85437451079053
120,250,0.5646253588244462,0.8860545475446929
140,110,0.7134417733833145,0.5449870666870769
140,130,0.7094408990787685,0.61769487029129
140,150,0.680538244890787,0.5964714717517757
140,170,0.7105210582743893,0.7024146548322442
140,190,0.7212934333735227,0.7941038972622039
140,210,0.7076001766649906,0.8019976798135439
140,230,0.7125307059464885,0.9147846754137887
140,250,0.7014534488566131,0.8623459093253852
160,110,0.8638876269635172,0.5658155119846532
160,130,0.861952825804873,0.7005974328191712
160,150,0.8759103643165662,0.741941762397701
160,170,0.8965910889610796,0.7968811225746949
160,190,0.8606698412276529,0.7849794199574484
160,210,0.8829330295366075,0.8390121275848343
160,230,0.8521430531317652,0.8000762869890344
160,250,0.8552776630081481,0.9000890949851189
180,110,0.9654813350904462,0.7283414651625842
180,130,0.9929383081449635,1.0
180,150,0.9563079852729328,0.7089088465318611
180,170,0.9691578603827988,0.7966632787252914
180,190,0.9370034743299215,0.9392984806164303
180,210,0.9717694945007309,0.8660866414370585
180,230,0.952576399008404,0.9555881500497058
180,250,0.9572048317221977,0.792687582820247
200,110,1.0,0.5810349651671353
200,130,0.9820156692329987,0.7574327699748575
200,150,0.9709446286039043,0.8031085871257141
200,170,0.9819077692527339,0.7274133045954061
200,190,0.9273919805332231,0.9222113820705038
200,210,0.9701459360030822,0.8511405238244918
200,230,0.9576204946843978,0.8345313010525091
200,250,0.9641464645908,0.9846155399273709
300,110,0.9811302905187479,0.673552121353737
300,130,0.9849672899138405,0.6511946569930203
300,150,0.9749624605812496,0.7040256033893191
300,170,0.9816151288892688,0.8863189507322476
300,190,0.9438882223496772,0.7770711187796084
300,210,0.970147898593324,0.8914269682175016
300,230,0.9478280544004847,0.9269206244718522
300,250,0.9769448857777299,0.9134724819629882
540,110,0.9591900963496577,0.5366120212454252
540,130,0.9736822812801282,0.7774100544291953
540,150,0.9549997110994599,0.8393024122692796
540,170,0.9803544116622569,0.9036200121682108
540,190,0.949242786312796,0.9058477089876031
540,210,0.9605975180417671,0.9104470337831925
540,230,0.9499061354112641,0.9197795461480234
540,250,0.8541888499899533,0.7690766390227662
