CPU Power Cap,GPU Power Cap,IPS,Memory Throughput,Performance,SM Clock
190,150,0.9879503597150349,0.9957259915921387,0.9976679016819286,0.9891150023663038
190,160,0.9882095341120587,0.9989512361804285,0.9995996309204521,0.9730241362991007
190,170,0.9926673986119128,0.9794982432608644,0.9975374316003087,0.9820160908660671
190,180,0.9919417506469159,0.9756465840778908,0.9947993838218894,0.9815428300993847
190,190,0.9915596830606545,0.9961205723380775,0.9998716382198848,0.9652153336488404
190,200,0.9948702994707549,0.9782686453412334,0.9973159210844207,0.9843823946994794
190,210,0.9920554750913202,1.0,0.999873315735289,0.9815428300993847
190,220,1.0,0.9751781658227929,0.9971355212150462,0.9824893516327496
190,230,0.9935038553207413,0.9980775745006908,0.9997490389325471,0.981779460482726
190,240,0.9914209400067306,0.9774224297473129,0.9973643973824365,0.9824893516327496
190,250,0.990655563584032,0.9998999680489441,1.0,1.0
