CPU Power Cap,GPU Power Cap,IPS,Memory Throughput,Performance,SM Clock
190,150,0.9884395385989027,0.9170606847480499,0.99201166909125,0.9885361865337238
190,160,0.987305077994484,0.9156738351459107,0.9857604570283448,0.9718796547607991
190,170,0.9860369359096117,0.9471281450691984,0.9854917922080735,0.9774696677296292
190,180,0.9816224783026962,0.9411400881237415,0.9960557876264547,0.9842206833919854
190,190,0.9632470172801246,0.9161783553147017,0.9791350375131558,0.9946423556905659
190,200,0.992664124319398,0.9527919482298579,0.9972903973594781,0.9843342036553525
190,210,0.9931426592515478,0.9467513315681324,0.9961654131738295,0.9863775683959587
190,220,0.9933162368233374,0.9521581115756976,0.9973493215249644,0.9868316494494267
190,230,0.9983948507451911,0.9481659629716717,0.9975581451774587,0.9853558860256556
190,240,1.0,1.0,1.0,1.0
190,250,0.9830845897241474,0.9642629113017697,0.9894357439669917,0.0
