CPU Power Cap,GPU Power Cap,IPS,Memory Throughput,Performance,SM Clock
190,150,0.974533736918782,1.0,0.8252616288609492,0.8334029401937855
190,160,1.0,0.8981887276838545,0.8489901831064958,0.8543344558355461
190,170,0.9926321830681233,0.9321246744076428,0.8712176518233938,0.8761039271814413
190,180,0.9594084845342097,0.8963927734691277,0.8957447134861889,0.9012696291346475
190,190,0.9737970895815908,0.9239591622611554,0.9108450516994989,0.9141929760991608
190,200,0.9725709947334283,0.8839271461865081,0.9304299039891403,0.9340007636866975
190,210,0.9417545192992789,0.9328158140532434,0.9460890933233593,0.9489843698556972
190,220,0.9883444085946409,0.9407965848919778,0.9597061217676531,0.9623194862085606
190,230,0.9663118425189818,0.8955501002290228,0.970815797640687,0.9720130553380772
190,240,0.9856017340190769,0.9057987208547498,0.9838067563820779,0.9839435956626067
190,250,0.9756773668697675,0.923816019831727,1.0,1.0
