Time (s),Memory Throughput (MB/s)
1.0011022090911865,4680.357801600001
2.241501808166504,1786.9795502000002
3.243025064468384,361.3301822000001
4.244534492492676,365.3147862
5.246059894561768,358.7401896
6.24757194519043,324.97591359999996
7.249053478240967,367.05542900000006
8.250551462173462,362.01175920000003
9.25205659866333,367.3595172000001
10.253556966781616,361.88592960000005
11.255084753036499,381.35806019999995
12.256612062454224,345.22399340000004
13.258146047592163,332.6829766
14.259664058685303,366.66745440000005
15.261186838150024,359.8307128
16.262711763381958,366.0907354
17.264230489730835,356.2760266
18.265755653381348,368.74364280000003
19.267277240753174,354.9338442
20.26879644393921,2451.1501222
21.270337343215942,55.008506800000006
22.271864414215088,895.4663483999999
23.273393630981445,166.02167140000003
24.274914026260376,48.16127940000001
25.276445388793945,3663.4973466000006
26.277039527893066,1128.2615942
27.2785587310791,630.7523274
28.28003191947937,652.3006464000001
29.281567335128784,658.3404671999999
30.283095121383667,1607.5884838000002
31.284623861312866,2725.1650478000006
32.28616499900818,5299.292632400001
33.287713050842285,5161.572135200001
34.28922724723816,179.81049840000003
35.29076361656189,170.0587044
36.2922945022583,173.0052142
37.29382252693176,169.72315880000002
38.295350551605225,176.92690340000001
39.29691004753113,156.36424960000002
40.298466205596924,157.6854604
41.30002570152283,175.72103640000003
42.30155801773071,166.7347058
43.30309200286865,173.65533380000002
44.30461931228638,163.89305400000003
45.30615496635437,171.8937194
46.30767750740051,154.05737360000003
47.3091938495636,146.2139952
48.31070685386658,174.8716866
49.31222701072693,172.229265
50.31375193595886,173.8126208
51.31527280807495,158.388009
52.31679058074951,178.8038616
53.31835651397705,152.6417906
54.31987714767456,145.6163046
55.32139348983765,173.6029048
56.322925090789795,165.0569778
57.32444906234741,172.2607224
58.32598066329956,168.63263560000001
59.3275043964386,199.09388460000002
60.32904672622681,138.6537334
61.330557107925415,167.94057280000004
62.332080364227295,165.6127252
63.33360052108765,171.87274779999998
64.33512210845947,166.2628448
65.33663749694824,171.83080460000002
66.33818340301514,161.59666380000002
67.33969902992249,142.5649368
68.34121465682983,169.34567
69.34668564796448,166.7347058
70.35057377815247,172.3655804
71.36268043518066,167.90911540000002
72.37067127227783,171.02339800000004
73.37467646598816,156.28036320000004
74.37867426872253,146.0462224
75.38269233703613,164.8472618
76.3866765499115,157.81129
77.39469385147095,169.97481799999997
78.39865493774414,167.1855952
79.40265679359436,174.8297434
80.41066694259644,158.8284126
81.41468501091003,143.5296304
82.41864848136902,165.97972820000004
83.42266583442688,166.8605354
84.42665028572083,170.9395116
85.43464994430542,164.7214322
86.44265365600586,173.55047580000002
87.4506425857544,156.64736620000002
88.45464754104614,143.34088599999998
89.46264219284058,168.2027178
90.46666598320007,166.49353240000002
91.47468066215515,172.69064020000002
92.48666071891785,166.1370152
93.49066543579102,170.00627540000005
94.50266242027283,158.06294920000002
95.506680727005,147.60860660000003
96.51064133644104,166.71373420000003
97.51865196228027,163.26390600000002
98.52265524864197,169.86996000000002
99.53065609931946,165.60223940000003
100.53464651107788,171.075827
101.54266929626465,145.97282180000002
102.54668235778809,144.89278439999998
103.55869746208191,165.0150346
104.56667256355286,165.79098380000002
105.57066106796265,170.1530766
106.57466077804565,170.35230679999998
107.58665823936462,169.74413040000002
108.59066343307495,156.3747354
109.59467434883118,143.65546
110.59865927696228,164.73191800000004
111.6026566028595,169.083525
112.60668540000916,171.15971340000004
113.610666513443,166.70324840000004
114.62266445159912,169.39809900000003
115.62693476676941,160.71585660000002
116.63070034980774,147.95463800000005
117.63465523719788,160.69488499999997
118.63866019248962,165.71758320000004
119.64266061782837,172.3026656
120.65466117858887,165.6546684
121.6586606502533,169.6707298
122.66666030883789,157.85323320000003
123.67065215110779,143.288457
124.67465686798096,164.7738612
125.6826536655426,166.3362454
126.6866545677185,160.78925719999998
127.69865250587463,166.36770280000005
128.7026331424713,169.31421260000002
129.7106351852417,3219.5390604
130.71866655349731,2494.6452206000004
131.7306489944458,520.4836546000001
132.73465299606323,1818.7620100000001
133.73883843421936,938.688816
