Time (s),IPS,Memory Throughput (MB/s)
0.0004181861877441406,22274432470,1133.8085824000002
1.2625770568847656,3979002925,541.1406806000001
2.4297287464141846,3968489609,2332.0104626
3.5769710540771484,5268816094,1221.4174414
4.772826671600342,5770600912,1087.8283494
5.989400625228882,3148818267,413.38169339999996
7.2139892578125,4270988709,155.18984
8.38669204711914,1874969120,616.3448382
9.527497291564941,2734917806,190.25435520000002
10.66298794746399,3516928531,103.652133
11.821398496627808,4083457849,254.70008200000007
12.985545873641968,1258255438,474.534879
14.127118349075317,4583526669,232.155612
15.292677879333496,5726897056,96.3435304
16.44812846183777,5495704685,460.51536439999995
17.588990926742554,26917233389,396.71975719999995
18.814406394958496,27436346779,545.6076314
20.026909828186035,51671436182,5577.1243892
21.196086645126343,25422515089,10005.088984800002
22.583183526992798,31516513664,9161.5692896
23.959641456604004,4819752220,13883.545231400001
25.17176842689514,13131573713,7788.4118364000005
26.594650745391846,6958522115,24347.062906400002
27.93022131919861,4181534599,6707.4307144
29.112592697143555,4348269843,5134.6446008
30.255013942718506,5283878311,4189.444103
31.43688941001892,3921318583,16311.542707200002
32.587716817855835,4284327647,6398.4141884
33.73050093650818,5469640809,2812.448847
34.910603046417236,5681395887,5344.3291434
36.08068799972534,5874755760,4041.9298686
37.256591796875,6567879400,6428.151917200001
38.41384720802307,6175303222,6784.333571600001
39.588562965393066,6098851614,3971.0458606000007
40.78641963005066,6596725779,801.5030945999999
41.97734832763672,14916977521,148.10143920000002
43.127976417541504,17938562477,70.7896358
44.29364371299744,17751206289,108.04568320000003
45.53163695335388,17270901191,105.52909120000001
46.68752408027649,17477110385,774.3239010000001
47.841158390045166,17969737418,319.62815560000007
48.99463367462158,19927249883,399.95986940000006
50.13666391372681,17333159247,3222.8945164
51.29907202720642,18072216435,3992.048918
52.44962787628174,17147835781,4042.758246800001
53.60864067077637,18153462559,4129.2241536
54.75901746749878,17529497683,4000.1229840000005
55.91132664680481,17282268997,4143.1912392
57.07850384712219,18079043367,4328.915728800001
58.222556591033936,18990982422,4102.5482784000005
59.438843965530396,17899901787,3649.9392072000005
60.592629194259644,17906246478,4074.0583598000003
61.7451913356781,17392102815,4110.601372800001
62.91175031661987,17775642240,4218.489769000001
64.06346535682678,17340572987,4277.1158768000005
65.22602033615112,16311371478,4112.4888168
66.43855357170105,17567735696,4082.8454601999997
67.61588311195374,19216183323,3703.4377587999998
68.7632474899292,15672670414,4393.0888248
69.91669869422913,15634982146,4286.6684406
71.08977341651917,17172269575,4137.5603646
72.2481529712677,17901343377,4129.465327
73.4007306098938,17741674332,4085.4773960000007
74.5746533870697,18388414915,3997.2289032000003
75.78961086273193,15949386823,3804.0385240000005
76.97505187988281,17451521077,3601.2012088000006
78.14629936218262,19113308383,4257.046055600001
79.35401821136475,17867665963,3996.1488658000003
80.52849197387695,17675578718,3935.4885128
81.68145370483398,19779897138,3781.5359972
82.84340691566467,17824701730,3746.9748004000003
84.01004528999329,17853655335,3901.2418900000002
85.16845273971558,19895789208,3793.5002950000003
86.32222628593445,18480682479,3978.637579800001
87.47570872306824,17200228457,3934.2302168
88.64394235610962,17267652836,3562.6239506000006
89.7903184890747,16945806492,3829.0995860000003
90.94475317001343,19201233564,3529.5307658000006
92.09519386291504,19066477633,3827.7783752000005
93.29945778846741,17263220357,3961.7659276000004
94.47259640693665,17009353224,3876.2647144000007
95.62422275543213,17942925426,3871.7033914000003
96.79526686668396,17229011236,4066.0052654
97.94851446151733,16918028548,3664.7975858
99.10266256332397,17959229047,3754.9440084000003
100.25523853302002,18116413558,4232.2576244
101.44725632667542,19668110818,3901.5984072
102.62324953079224,17569687138,4182.2823016
103.78113293647766,17442838878,4074.2366184
104.93490600585938,17313697785,3879.2636532
106.08925271034241,17453199425,3944.9781618
107.24890995025635,18191693052,3929.1236322000004
108.48224425315857,15421988172,3936.0128028000004
109.6727786064148,17709083224,3971.7798666000003
110.83099818229675,17485277918,3943.919096
111.99267482757568,17878050790,3987.4246802000002
113.14308500289917,15535872124,4000.3851290000002
114.31402468681335,2656966087,3925.9464348000006
115.48564434051514,5340604462,3918.4490878
116.63458204269409,7397783548,3963.2653969999997
117.78215312957764,6713428278,3987.8231406
119.04640793800354,774674957,3953.513603000001
