Time (s),IPS
5.626678466796875e-05,7015249009
1.1450378894805908,7565254430
2.30942964553833,7544187698
3.479276418685913,7657563538
4.661998510360718,7767535325
5.814046382904053,7697840048
6.978050947189331,7539984573
8.137945413589478,7513658404
9.310017108917236,7618872615
10.467727661132812,7734389061
11.627885103225708,7730288087
12.795854330062866,7517430035
13.955838680267334,7634642597
15.115625381469727,8059114135
16.268038988113403,7488646878
17.41587781906128,7726067124
18.596090078353882,7530772582
19.747904062271118,7662857151
20.903709650039673,7858742973
22.05995011329651,7554280415
23.21584177017212,7608357378
24.40220594406128,7287185864
25.551656007766724,7443766807
26.71005606651306,7379375002
27.872002840042114,7614843451
29.04444694519043,7637200637
30.196367740631104,7485316383
31.340134382247925,8086911390
32.521159648895264,7487388475
33.66060256958008,7631777788
34.83716082572937,7581816239
36.00064420700073,7629735878
37.16297483444214,7924813956
38.336931467056274,7609962698
39.484771966934204,7701364300
40.64871644973755,7542070913
41.801249265670776,7975372087
42.952836990356445,7652627707
44.12310719490051,7519784107
45.275132179260254,7698203268
46.42358326911926,7583163090
47.57087588310242,7847716773
48.7391357421875,7543879880
49.88869071006775,7560133325
51.05264329910278,7694394747
52.22709679603577,7923120906
53.37919092178345,7610925058
54.55903601646423,7620921976
55.70853352546692,7597673685
56.86062264442444,7700048686
58.013712644577026,7908384233
59.16897106170654,7775583886
60.345635652542114,7608287436
61.496755599975586,7719690263
62.68074083328247,7821332362
63.832881927490234,7398270287
64.98884725570679,7598076497
66.16472959518433,7518758053
67.31274652481079,7683334855
68.46237277984619,7877539485
69.61090302467346,7595877764
70.7629086971283,7699754640
71.93274974822998,7541125267
73.0768313407898,7689084333
74.23085498809814,4029788920
