Time (s),Package Power (W)
0.10052680969238281,111.26190999999999
0.20351624488830566,107.60166
0.30380797386169434,107.59432
0.404094934463501,107.75363999999999
0.5043652057647705,107.98617
0.6046421527862549,107.8165
0.7049148082733154,107.18844
0.8051979541778564,108.22970999999998
0.9055960178375244,107.21225
1.005979061126709,108.14059
1.1063232421875,107.91903
1.2066740989685059,107.65474999999999
1.3070433139801025,107.88485999999999
1.4073948860168457,108.05087
1.5077486038208008,107.75058999999999
1.6081187725067139,108.09359
1.7084815502166748,107.35324
1.8088231086730957,108.35726000000001
1.909210205078125,106.70445000000001
2.009584426879883,108.62031999999999
2.109973430633545,107.6987
2.2103395462036133,107.6163
2.3107032775878906,107.80673
2.411092758178711,107.56015
2.5114614963531494,108.29074
2.6118252277374268,107.46066
2.7122013568878174,108.28890999999999
2.8125557899475098,107.69504
2.9128923416137695,107.39840000000001
3.0132477283477783,108.58125999999999
3.113619089126587,106.68614
3.2139878273010254,108.49765
3.3143818378448486,107.67672
3.4147422313690186,108.29684999999999
3.515118360519409,107.98922
3.6154773235321045,107.05659999999999
3.7158076763153076,107.6041
3.8161561489105225,108.68075999999998
3.916482925415039,106.71115
4.016845703125,108.34567
4.117215871810913,107.51131999999998
4.217568397521973,108.10275
4.317950487136841,108.19308
4.4183189868927,106.82224
4.5186967849731445,107.83175
4.61907434463501,108.23519999999999
4.719427585601807,107.47042
4.819786310195923,108.09238
4.920167684555054,108.33223999999998
5.020617723464966,107.70053
5.1209917068481445,107.13656999999999
5.221410751342773,108.29378999999999
5.321784019470215,107.67978
5.422142267227173,107.67001
5.5224974155426025,108.28952000000001
5.622865676879883,107.86594000000001
5.7232887744903564,107.44662
5.823670864105225,107.45944000000001
5.924026727676392,107.51315
6.024386644363403,109.23555999999999
6.1247718334198,108.23398
6.225188970565796,106.84908999999999
6.3255462646484375,108.04110999999999
6.4258997440338135,107.09018
6.526266813278198,108.33833999999999
6.626630783081055,107.76157
6.726914405822754,107.99776000000001
6.827287673950195,106.81675
6.927643060684204,108.94014999999999
7.028033256530762,108.05758
7.128393650054932,107.38803999999999
7.228741884231567,107.75057
7.329084396362305,107.80673999999999
7.429426670074463,107.98494999999998
7.529785633087158,107.87324999999998
7.630133628845215,107.43016
7.730498552322388,107.52108
7.830859899520874,107.87020999999999
7.931294202804565,107.63155999999998
8.031689882278442,107.66329999999999
8.13208818435669,107.79391
8.232538938522339,108.53670999999999
8.332930088043213,107.65536
8.433311939239502,107.30197
8.533677339553833,108.28524999999999
8.634047985076904,108.70028
8.734410524368286,107.12436
8.834763526916504,108.30783
8.935144424438477,107.34409
9.035508632659912,107.82686999999999
9.13587212562561,108.20161999999999
9.236275672912598,107.18784
9.336658239364624,107.72251
9.43728256225586,108.73080000000002
9.537677764892578,107.29341999999998
9.638047218322754,107.64559999999999
9.738414287567139,107.86532000000001
9.838781833648682,107.50706000000001
9.939157009124756,108.36946999999998
10.039535999298096,108.14364
10.139882802963257,107.28854
10.240230798721313,108.35605000000001
10.340580940246582,106.98214999999999
10.440973997116089,108.27304000000001
10.54136323928833,108.43965999999999
10.641763925552368,107.45517
10.742124557495117,106.60067000000001
10.842482328414917,109.53036999999999
10.94290566444397,107.45882999999999
11.043270587921143,106.78073
11.14362096786499,108.55319000000001
11.243971109390259,108.06796999999999
11.344641208648682,107.52656999999999
11.445008516311646,107.90621999999999
11.545373916625977,108.89804000000001
11.646038293838501,106.99313
11.746567010879517,108.90597
11.846975326538086,107.71029
11.947377681732178,107.37950000000001
12.047750473022461,108.45186999999999
12.148129224777222,107.18722
12.248471021652222,107.30624
12.348843574523926,108.73996
12.44933533668518,107.35934
12.549752473831177,107.82078
12.650129795074463,107.76399999999998
12.750485181808472,107.00106999999998
12.850858926773071,108.52328
12.951399564743042,108.49886999999998
13.051810264587402,106.92354999999999
13.152229309082031,108.13694
13.252719163894653,108.09359
13.353142976760864,108.39632999999999
13.453536748886108,107.64497999999999
13.553911685943604,106.86619
13.654272079467773,107.93063
13.754626750946045,108.34567
13.854990720748901,107.59066999999999
13.955360174179077,108.17598999999998
14.055737733840942,108.07100999999999
14.156147003173828,106.78073
14.25655484199524,108.69968
14.356953859329224,108.29927999999998
14.457388162612915,108.16745
14.55776047706604,107.05966
14.658113718032837,107.48691000000001
14.758456707000732,107.8525
14.858816862106323,108.13022
14.95934534072876,107.17746
15.059794187545776,109.03292
15.160181045532227,107.1799
15.260524272918701,108.25412
15.360913038253784,107.25009
15.461281061172485,108.63924999999999
15.561671733856201,107.05355999999999
15.662040948867798,108.43965999999999
15.762411832809448,107.63583
15.86276626586914,108.10275999999999
15.963139772415161,107.28792999999999
16.063499212265015,107.52413999999999
16.163858890533447,107.75119
16.264190435409546,108.21078
16.364551305770874,107.4039
16.46490478515625,109.23922999999999
16.565287351608276,106.43648999999999
16.66567087173462,107.91599
16.766064643859863,107.33675
16.866419553756714,108.6362
16.966769695281982,107.09018
17.0671284198761,107.9288
17.16746425628662,108.19919
17.26780676841736,107.68709999999999
17.368170738220215,108.21017
17.468512535095215,106.83565999999999
17.56886887550354,108.35848999999999
17.669304609298706,108.60262999999999
17.769875049591064,107.90133
17.870378494262695,106.78684
17.970775604248047,108.46408
18.07121443748474,108.41586
18.171593189239502,107.12008999999999
18.271942138671875,108.26693999999999
18.372401475906372,107.85554999999998
18.47278118133545,108.32126
18.573147773742676,107.2452
18.67353343963623,107.75852
18.773887872695923,107.26107999999999
18.874239921569824,108.69112999999999
18.97460412979126,108.26753999999998
19.075182676315308,107.77926000000001
19.17559504508972,107.79147999999999
19.276002168655396,107.82930999999999
19.376346111297607,108.15280000000001
19.47670555114746,107.64925999999998
19.577037572860718,107.15427
19.677419185638428,107.8049
19.777774572372437,107.84213000000001
19.8781259059906,108.63498
19.978490352630615,107.21712
20.078856229782104,107.74082
20.17919921875,107.08590999999998
20.279614210128784,109.03414
20.379998683929443,107.51070999999999
