Time (s),SM Clock (MHz),SM Active,FP16 FLOPS (TFLOPS),FP32 FLOPS (TFLOPS),FP64 FLOPS (TFLOPS),Power (W)
0.5005795955657959,1410.0,1.0,0.0,0.0,0.0,180.798
1.1062862873077393,1410.0,1.0,0.0,0.0,0.0,182.853
1.7095365524291992,1410.0,1.0,0.0,0.0,0.0,183.468
2.3137190341949463,1410.0,1.0,0.0,0.0,0.0,183.621
2.9212260246276855,1410.0,1.0,0.0,0.0,0.0,185.846
3.5242435932159424,1410.0,1.0,0.0,0.0,0.0,183.757
4.128605842590332,1410.0,1.0,0.0,0.0,0.0,183.468
4.73405122756958,1410.0,1.0,0.0,0.0,0.0,182.948
5.335604667663574,1410.0,1.0,0.0,0.0,0.0,181.906
5.941812515258789,1410.0,1.0,0.0,0.0,0.0,178.128
6.542821407318115,1410.0,1.0,0.0,0.0,0.0,175.6
7.145542621612549,1410.0,1.0,0.0,0.0,0.0,175.599
7.748621463775635,1410.0,1.0,0.0,0.0,0.0,174.188
8.351343154907227,1410.0,1.0,0.0,0.0,0.0,172.529
8.95691180229187,1410.0,1.0,0.0,0.0,0.0,171.704
9.5590660572052,1410.0,1.0,0.0,0.0,0.0,169.663
10.161876916885376,1410.0,1.0,0.0,0.0,0.0,161.458
10.75808835029602,1410.0,0.299,0.0,0.0,0.0,165.759
11.351233720779419,1410.0,0.907,0.0,0.0,0.0,167.015
11.95151662826538,1410.0,1.0,0.0,0.0,0.0,166.105
12.552777767181396,1410.0,1.0,0.0,0.0,0.0,169.851
13.1557776927948,1410.0,1.0,0.0,0.0,0.0,165.212
13.757989406585693,1410.0,1.0,0.0,0.0,0.0,161.234
14.36283540725708,1410.0,1.0,0.0,0.0,0.0,180.991
14.970072746276855,1410.0,1.0,0.0,0.0,0.0,184.536
15.574707984924316,1410.0,1.0,0.0,0.0,0.0,184.285
16.18104124069214,1410.0,1.0,0.0,0.0,0.0,187.994
16.786429405212402,1410.0,1.0,0.0,0.0,0.0,187.802
17.38050651550293,1410.0,0.791,0.0,0.0,0.0,167.371
17.974115133285522,1410.0,1.0,0.0,0.0,0.0,166.878
18.564902782440186,1410.0,1.0,0.0,0.0,0.0,165.848
19.15263056755066,1410.0,0.958,0.0,0.0,0.0,166.738
19.738023042678833,1410.0,1.0,0.0,0.0,0.0,164.488
20.32669949531555,1410.0,1.0,0.0,0.0,0.0,162.346
20.91384720802307,1410.0,1.0,0.0,0.0,0.0,162.237
21.50158667564392,1410.0,1.0,0.0,0.0,0.0,167.801
22.088364839553833,1410.0,1.0,0.0,0.0,0.0,168.045
22.673365592956543,1410.0,1.0,0.0,0.0,0.0,167.608
23.265318632125854,1410.0,1.0,0.0,0.0,0.0,166.781
23.85615873336792,1410.0,1.0,0.0,0.0,0.0,166.354
24.445902824401855,1410.0,1.0,0.0,0.0,0.0,164.789
25.032713651657104,1410.0,1.0,0.0,0.0,0.0,163.815
25.617841720581055,1410.0,1.0,0.0,0.0,0.0,164.392
26.20567297935486,1410.0,1.0,0.0,0.0,0.0,163.718
26.792206287384033,1410.0,1.0,0.0,0.0,0.0,162.094
27.381415605545044,1410.0,1.0,0.0,0.0,0.0,168.186
27.975236177444458,1410.0,0.889,0.0,0.0,0.0,167.608
28.563095569610596,1410.0,1.0,0.0,0.0,0.0,167.513
29.151312351226807,1410.0,1.0,0.0,0.0,0.0,167.608
29.740421533584595,1410.0,1.0,0.0,0.0,0.0,167.166
30.32367968559265,1410.0,1.0,0.0,0.0,0.0,165.656
30.91503143310547,1410.0,1.0,0.0,0.0,0.0,163.309
31.502164602279663,1410.0,1.0,0.0,0.0,0.0,162.974
32.08981394767761,1410.0,1.0,0.0,0.0,0.0,162.526
32.67294692993164,1410.0,1.0,0.0,0.0,0.0,160.69
33.26116871833801,1410.0,0.0,0.0,0.0,0.0,168.186
33.86417007446289,1410.0,0.0,0.0,0.0,0.0,73.021
