Time (s),SM Clock (MHz),SM Active,FP16 FLOPS (TFLOPS),FP32 FLOPS (TFLOPS),FP64 FLOPS (TFLOPS),Power (W)
0.5005793571472168,1215.0,1.0,0.0,0.0,0.0,202.75
1.0776526927947998,1260.0,1.0,0.0,0.0,0.0,206.26
1.6508867740631104,1305.0,1.0,0.0,0.0,0.0,207.135
2.2253262996673584,1290.0,1.0,0.0,0.0,0.0,198.408
2.7949957847595215,1290.0,1.0,0.0,0.0,0.0,198.504
3.3635811805725098,1290.0,1.0,0.0,0.0,0.0,199.294
3.933915615081787,1305.0,1.0,0.0,0.0,0.0,199.198
4.503287315368652,1290.0,1.0,0.0,0.0,0.0,199.582
5.072993755340576,1290.0,1.0,0.0,0.0,0.0,199.712
5.646627902984619,1290.0,1.0,0.0,0.0,0.0,200.095
6.217828750610352,1290.0,1.0,0.0,0.0,0.0,199.966
6.787735462188721,1290.0,1.0,0.0,0.0,0.0,200.062
7.3575522899627686,1290.0,1.0,0.0,0.0,0.0,196.261
7.929205894470215,1290.0,1.0,0.0,0.0,0.0,196.861
8.498922109603882,1290.0,1.0,0.0,0.0,0.0,201.462
9.071182489395142,1290.0,1.0,0.0,0.0,0.0,200.682
9.639491081237793,1290.0,1.0,0.0,0.0,0.0,200.874
10.206750869750977,1290.0,1.0,0.0,0.0,0.0,196.957
10.778321266174316,1290.0,1.0,0.0,0.0,0.0,200.522
11.348280191421509,1290.0,1.0,0.0,0.0,0.0,201.162
11.918997049331665,1290.0,1.0,0.0,0.0,0.0,201.289
12.489646911621094,1290.0,1.0,0.0,0.0,0.0,197.531
13.059711933135986,1290.0,1.0,0.0,0.0,0.0,201.3
13.630534887313843,1290.0,1.0,0.0,0.0,0.0,201.097
14.2017183303833,1275.0,1.0,0.0,0.0,0.0,201.097
14.772003173828125,1290.0,1.0,0.0,0.0,0.0,198.023
15.344081401824951,1275.0,1.0,0.0,0.0,0.0,201.504
15.918652534484863,1290.0,1.0,0.0,0.0,0.0,200.904
16.48764133453369,1290.0,1.0,0.0,0.0,0.0,199.904
17.059907913208008,1290.0,1.0,0.0,0.0,0.0,199.999
17.63080382347107,1290.0,1.0,0.0,0.0,0.0,200.383
18.200158834457397,1290.0,1.0,0.0,0.0,0.0,196.56
18.77272367477417,1290.0,1.0,0.0,0.0,0.0,197.628
19.345053911209106,1290.0,1.0,0.0,0.0,0.0,197.928
19.915197372436523,1290.0,1.0,0.0,0.0,0.0,192.061
20.486557245254517,1290.0,1.0,0.0,0.0,0.0,201.6
21.060332775115967,1290.0,1.0,0.0,0.0,0.0,200.971
