Time (s),IPS,Memory Throughput (MB/s)
0.0,13143267503,13395.137639
1.3287515640258807,19199022286,13944.9815336
2.694169044494629,18712022269,7179.952319800001
4.1127729415893555,19212329686,2803.2632862
5.47696328163147,19355293227,18117.732243
6.796647548675537,7587386687,4951.4681606
8.052719593048096,38556037097,7916.286167400001
9.353107929229736,13565339124,7817.562360399999
10.678656816482544,16103184529,7702.4073048
12.030785799026493,20170124938,7947.974255
13.3419189453125,20393177583,7504.68706
14.64567255973816,20380789359,8021.7838012
15.906833410263062,22184089184,4022.1012208000006
17.256736993789673,8855853819,6371.1301368
18.512049674987793,35953133119,23111.9195528
19.929957151412964,11068320333,6077.150248000001
21.36239457130432,21060722895,4538.149382
22.72222304344178,22622032879,7405.743051200001
24.11092972755432,22878816517,7157.1457048
25.494649410247803,22664590469,7853.8327426
26.90636348724366,21777263854,7764.346925400001
28.69603657722474,11641641126,8024.7617684
30.185023069381714,22971512061,7827.6392142
31.57009530067444,23115633472,2248.5539804000005
32.961145639419556,23640382963,16961.934938
34.29808497428893,24468356604,14547.128598599998
35.72394919395447,36126212373,4260.915315800001
37.30173325538635,8216756357,7608.024619
38.58508276939392,24695564380,8896.4777798
39.965954303741455,23785835324,8662.749297800001
41.383344888687134,14541339088,8756.681094200001
42.74672794342041,5481944845,8481.355443600001
43.96343755722046,37717850867,7320.5249546
45.50663661956787,8003704969,18925.0654424
46.9004762172699,2017152921,12840.659020800002
48.17157340049744,1014394943,5775.9666146
49.36228680610657,3698100043,8629.687570400001
