Time (s),IPS,Memory Throughput (MB/s),LLC Misses
0.0004994869232177734,1260968697,338.1880216,399538
1.2458477020263672,3156454110,465.5275768,353313
2.4998865127563477,3111189733,423.47951880000005,327159
3.7619307041168213,3173613988,463.6611044,330539
5.03315544128418,3201465501,412.66865900000005,323976
6.253135681152344,3261785623,374.3011168,339849
7.477073669433594,3163432476,425.40890600000006,348410
8.695589542388916,3220633298,423.02862940000006,339018
9.93819785118103,3191487186,423.7206922000001,334265
11.171993970870972,3193965966,415.61516880000005,325702
12.42117977142334,3265170824,403.29435379999995,352440
13.653768062591553,3198087577,392.07454780000006,340941
14.89005970954895,3294213387,417.52358440000006,341068
16.11776328086853,3214410478,421.319444,385329
17.34666919708252,3309741283,426.47845760000007,361772
18.60699725151062,3244153590,403.8186438,352361
19.838714122772217,3345419214,405.78997419999996,340303
21.10794758796692,3302230182,437.90797960000003,360316
22.347894430160522,3129288981,460.12738979999995,334286
23.57584500312805,3192933894,444.283346,326814
24.819570064544678,3227142091,456.89776340000003,335201
26.074565172195435,3175876944,390.97353880000003,335527
27.331408500671387,3164472816,428.41833059999993,334736
28.5980544090271,3269131346,434.3008644,347138
29.83894681930542,3392542653,432.7384802000001,377465
31.122973442077637,3468698192,391.56074359999997,353081
32.37455153465271,3557057964,398.14582600000006,344440
33.63418769836426,3761551923,430.6203486,350391
34.89079427719116,3843343373,433.7556028000001,427548
36.10082817077637,3935824810,447.29277060000004,455190
37.33763337135315,3822101889,418.73993720000004,427302
38.55468678474426,3885197665,388.55131900000003,465948
39.76660370826721,3800292171,410.256925,439064
40.99500799179077,3915143034,424.8741302,451938
42.213274240493774,3833293502,436.16733680000004,414090
43.43837356567383,3842197670,433.7765744,431117
44.658806562423706,3444394564,408.41142420000006,516252
