Time (s),Package Power (W)
0.10030388832092285,144.27330999999998
0.20074748992919922,143.70812999999998
0.30112576484680176,144.17992999999998
0.4015004634857178,143.23937999999998
0.5018386840820312,143.69225
0.602226734161377,143.63123000000002
0.7025604248046875,143.69348
0.8029091358184814,143.99865
0.90328049659729,143.17042
1.003636121749878,144.89037
1.1039912700653076,143.22168
1.2043349742889404,144.36669999999998
1.304689884185791,143.45727
1.405029535293579,144.06152
1.5053720474243164,143.28333
1.6057584285736084,144.58702
1.7061424255371094,143.50915999999998
1.8065145015716553,144.18053999999998
1.9068686962127686,143.77831999999998
2.007234573364258,143.55675999999997
2.107578754425049,143.80456999999998
2.207918643951416,143.82531
2.308257818222046,143.6654
2.408599853515625,143.28333
2.5089468955993652,144.38684
2.6092934608459473,143.83996
2.709646701812744,143.50915999999998
2.8101325035095215,144.44115
2.9105384349823,143.88574
3.0108931064605713,143.62451
3.1112658977508545,143.84789999999998
3.2116081714630127,144.29834
3.311959981918335,143.23633
3.4123048782348633,144.13963999999999
3.5126523971557617,143.64892
3.6129987239837646,144.26233
3.7133398056030273,143.31506
3.8136909008026123,143.78136999999998
3.914072275161743,144.41796
4.0145347118377686,143.11608999999999
4.114929676055908,143.89856999999998
4.215278625488281,144.17321
4.315604209899902,144.17138999999997
4.415950059890747,143.91441999999998
4.516296625137329,143.22412
4.61664080619812,144.0249
4.716982841491699,143.38951999999998
4.817320823669434,143.82532
4.917667865753174,144.255
5.018014669418335,144.30382999999998
5.118394136428833,143.1405
5.218775272369385,143.47863999999998
5.319106101989746,144.70422
5.419459342956543,143.48779
5.519802093505859,143.85217
5.620141983032227,143.60193999999998
5.720480680465698,143.98766
5.820822238922119,143.43224999999998
5.92116379737854,143.86559
6.021502256393433,144.49244
6.121837377548218,143.61718
6.222209215164185,143.74902999999998
6.322593927383423,143.53051
6.4229724407196045,143.83812999999998
6.523330211639404,143.75329
6.623674631118774,143.55799
6.724014520645142,144.48326999999998
6.8243653774261475,143.14172
6.9247047901153564,144.26721999999998
7.025043249130249,144.43749
7.125383138656616,143.61352
7.225714921951294,143.99195
7.3260838985443115,143.18627999999998
7.426543712615967,144.08837
7.526942729949951,144.38379
7.627319812774658,143.55004
7.727654933929443,143.74475999999999
7.828006267547607,143.87108
7.928333520889282,143.44018999999997
8.028675556182861,144.62793
8.129015445709229,143.50121
8.229354858398438,143.7948
8.329703330993652,143.27356
8.43004822731018,144.34961
8.530421733856201,143.05139
8.63080096244812,144.38927999999999
8.731210708618164,144.02856
8.83156442642212,143.74414
8.93190622329712,143.93150999999997
9.03225040435791,143.56409
9.132590532302856,143.93884
9.232915163040161,143.53418
9.33325982093811,143.54272
9.433605909347534,144.74328
9.53392481803894,142.57044
9.634268045425415,144.86718
9.734643936157227,143.69043
9.835027933120728,143.37548999999999
9.935378074645996,144.04137999999998
10.03573203086853,143.94616
10.136073112487793,143.91382
10.236420631408691,143.31811
10.336759328842163,144.00414999999998
10.437107563018799,144.23363999999998
10.537450313568115,144.00109
10.63776969909668,143.79542
10.738091707229614,143.3114
10.83845067024231,143.98033999999998
10.938843250274658,143.06725999999998
11.03922963142395,145.4519
11.139574766159058,142.63757999999999
11.239917278289795,144.58518999999998
11.340561628341675,143.52624999999998
11.440914392471313,143.94006
11.541259765625,143.84302
11.641610860824585,143.47131
11.741951704025269,144.63769
11.842305898666382,143.76306
11.942667007446289,143.94983
12.043100833892822,143.98218
12.143490314483643,143.48412
12.243868350982666,144.46556999999999
12.344226598739624,142.99645999999998
12.44457721710205,144.04688
12.544926643371582,143.92541
12.645267963409424,143.84606999999997
12.745615243911743,143.6538
12.845963716506958,143.77161
12.946310043334961,144.30627
13.046650886535645,143.15025999999997
13.146997451782227,144.86169999999998
13.247479677200317,143.19116
13.347858667373657,144.01818
13.44821548461914,144.02003
13.548544883728027,143.60375
13.648893117904663,144.29345
13.749240159988403,143.146
13.849586963653564,143.6184
13.949909210205078,144.84765
14.05024528503418,142.83228
14.150593519210815,143.96446999999998
14.250928401947021,144.14515
14.35134482383728,143.50732
14.451714754104614,143.99987
14.552090167999268,143.73377
14.652438879013062,143.81005
14.752782106399536,143.29249
14.853120803833008,144.44725999999997
14.953472375869751,143.5647
15.053815603256226,144.37218000000001
15.15413522720337,142.51124
15.254470825195312,144.45886000000002
15.354819059371948,144.11460999999997
15.455175638198853,143.73497999999998
15.55555772781372,143.31873
15.655936479568481,144.09387
15.756296157836914,144.72437
15.856653451919556,143.82287
15.956997871398926,143.47619
16.0573468208313,143.08374
16.15769052505493,144.46496
16.258018970489502,143.82349
16.358360052108765,143.57324
16.458707332611084,143.20031
16.559041500091553,144.94164999999998
16.659597873687744,144.07433999999998
16.760066032409668,143.75512
16.860443115234375,143.83692
16.96078896522522,143.50915
17.06112504005432,144.19091999999998
17.161458730697632,143.20519
17.261794567108154,143.66052
17.3621563911438,144.78235
17.462501049041748,143.3529
17.562834978103638,143.78565
17.66318392753601,143.43223999999998
17.763527393341064,144.31421
17.863901615142822,143.85888
17.964260578155518,144.20618
18.064594268798828,143.92541999999997
18.164923667907715,143.02515
18.265259742736816,144.16893
18.365591526031494,143.61657999999997
18.465922117233276,143.32055
18.56625485420227,144.37464
18.66656231880188,143.70750999999998
18.766890287399292,144.0249
18.8672297000885,143.53724
18.967592000961304,143.26011999999997
19.06795382499695,144.62427
19.168307781219482,144.18298
19.268646240234375,143.51525999999998
19.368996143341064,143.41699
19.469329833984375,143.81554
19.569661140441895,144.19581
19.670004844665527,143.53172999999998
19.770336389541626,143.88940999999997
19.870670557022095,143.3645
19.97099757194519,143.63
20.071338415145874,144.81895999999998
20.171703577041626,143.4878
20.272074460983276,142.38733
20.37243103981018,145.72593999999998
20.472765922546387,142.62841999999998
20.573128700256348,144.57909999999998
20.673470973968506,143.62451
20.773804903030396,143.82836999999998
20.874138116836548,144.09447999999998
20.974467992782593,142.99645999999998
21.074795722961426,144.5266
21.175042152404785,143.89428999999998
21.275394201278687,143.51525999999998
21.37575364112854,142.9873
21.47611141204834,143.74719
21.576446771621704,144.60350999999997
21.6767795085907,143.50243999999998
21.77711272239685,143.61536
21.877424001693726,143.83997
21.977733373641968,144.33738999999997
22.078061819076538,143.53967
22.178391218185425,143.73315
22.278722524642944,144.27637
22.379075288772583,143.78746999999998
22.479432582855225,143.68067
22.579790353775024,143.93150999999997
22.68013906478882,143.79663
22.780473709106445,143.32909999999998
22.880806922912598,144.34045
22.981138229370117,143.39991
23.08146834373474,144.39416
23.181795597076416,143.15576
23.282124519348145,144.04443
23.382473945617676,144.39354999999998
23.48278784751892,143.39318999999998
23.583120584487915,143.25891
23.683473825454712,144.34045
23.783830404281616,143.06481999999997
23.88414692878723,143.71728
23.98448133468628,144.34228
24.084810972213745,143.32971999999998
24.18512225151062,144.24584
24.285451889038086,144.27026999999998
24.385801076889038,142.85302
24.486133098602295,143.61840999999998
24.58646297454834,144.54369
24.68678593635559,143.73681999999997
24.787034034729004,143.26440999999997
24.88739562034607,143.54394
24.98775005340576,144.114
25.088081121444702,143.71669
25.18841290473938,144.65537999999998
25.288743019104004,143.81005
25.389093160629272,143.21498
25.48942756652832,143.98522
25.589754819869995,144.05908
25.690086364746094,143.43958
25.790414810180664,143.45421
25.8907470703125,143.97424999999998
25.991153955459595,144.18113999999997
26.091505765914917,143.45057
26.19183659553528,144.46435
26.292171955108643,143.57628999999997
26.3925199508667,144.14942
26.492846250534058,143.44200999999998
26.593174934387207,143.74901999999997
26.69349765777588,143.68919999999997
26.793823719024658,143.13136
26.894161224365234,144.36119999999997
26.994479656219482,143.27417
27.094834566116333,144.47534
27.195191860198975,143.09655999999998
27.295547246932983,144.53454
27.395893812179565,143.92479999999998
27.4962215423584,142.91222999999997
27.59654688835144,144.95080000000002
27.696882724761963,143.10571
27.797200679779053,143.66662999999997
27.897526741027832,144.67369999999997
27.99786067008972,143.4176
28.098193645477295,143.44446
28.198528051376343,144.85925
28.298902988433838,143.17772999999997
28.39930748939514,142.82312
28.49962067604065,145.05518
28.59994626045227,143.42185999999998
28.70026993751526,143.40967999999998
28.800592184066772,144.29954999999998
28.90091300010681,143.13317999999998
29.001230001449585,143.82532
29.101556062698364,144.32274999999998
29.201875925064087,143.90709999999999
29.302175760269165,144.02122999999997
29.40253782272339,143.20887
29.502902030944824,144.35997999999998
29.60327911376953,143.50122
29.703607320785522,143.51037999999997
29.803936004638672,143.51586
29.904261350631714,144.04443
30.004583597183228,143.66602
30.104905366897583,144.16772
30.20522665977478,143.7594
30.305542469024658,144.42162
30.405888319015503,143.06605
30.506211757659912,143.98522
30.606560945510864,144.03528
30.70689582824707,143.62816999999998
30.80726647377014,143.69226
30.907591104507446,143.24853
31.007911443710327,143.48779
31.10823106765747,144.62365
31.20855188369751,144.31787
31.308875799179077,143.3285
31.409218788146973,143.03918
31.50954246520996,144.76037
